construction,p,q,condition_sa,condition_sb,truth_gc,truth_cs,status,error,gc,gaussian_te,gaussian_cmi,direct_cs,spectral_gc,spectral_cs,max_rho2,rank,abs_gc_spectral_error,abs_cs_spectral_error,abs_te_cmi_error,abs_gc_truth_error,abs_cs_truth_error,abs_spectral_gc_truth_error,abs_spectral_cs_truth_error
60,3,5,48148.316177611756,8695832.827874688,20.82649468154615,10.074683001003741,ok,,20.80263682931339,10.401318414656695,10.401318414656695,10.05879680361852,20.829916556303697,10.076393938381184,0.9999999988869708,3,0.027279726990308006,0.017597134762663558,0.0,0.023857852232762156,0.015886197385221124,0.003421874757545851,0.0017109373774424341
61,1,5,1.0,245.0978501356827,0.18230188913598244,0.048595605759920474,ok,,0.18230188913598377,0.09115094456799189,0.09115094456799189,0.04859560575992017,0.18230188913598197,0.048595605759920335,0.16665027679051475,1,1.8041124150158794e-15,1.6653345369377348e-16,0.0,1.3322676295501878e-15,3.0531133177191805e-16,4.718447854656915e-16,1.3877787807814457e-16
62,1,1,1.0,1.0,0.26892272988350213,0.0737029710103154,ok,,0.26892272988350197,0.13446136494175098,0.13446136494175098,0.07370297101031675,0.2689227298835022,0.0737029710103154,0.2357976966321334,1,2.220446049250313e-16,1.3600232051658168e-15,0.0,1.6653345369377348e-16,1.3600232051658168e-15,5.551115123125783e-17,0.0
63,5,5,8682513.262225172,915362.8698235449,1.382921342897151,0.42292776959277084,ok,,1.3829213429798033,0.6914606714899016,0.6914606714899016,0.4229277695982647,1.3829213429019107,0.42292776959438677,0.6113811950827222,5,7.789258127388621e-11,3.8779535138644405e-12,0.0,8.265232942505918e-11,5.493883126206356e-12,4.759748151172971e-12,1.6159296123419153e-12
64,5,4,1661854.126169157,4.102562638669529,0.5088754992947774,0.13541730854648085,ok,,0.5088754992944766,0.2544377496472383,0.2544377496472383,0.13541730854645007,0.508875499294624,0.13541730854643955,0.2081806074899581,4,1.4732659536775827e-13,1.0519363158323358e-14,0.0,3.007594173709549e-13,3.0780933357732465e-14,1.5343282200319663e-13,4.1300296516055823e-14
65,1,4,1.0,10.405497160956068,0.27904119896656526,0.07671623654246357,ok,,0.27904119896656543,0.13952059948328271,0.13952059948328271,0.07671623654246362,0.27904119896656515,0.07671623654246354,0.24349126480508085,1,2.7755575615628914e-16,8.326672684688674e-17,0.0,1.6653345369377348e-16,5.551115123125783e-17,1.1102230246251565e-16,2.7755575615628914e-17
66,1,5,1.0,9.970442720870656,0.4735778130648131,0.1377335058183854,ok,,0.473577813064813,0.2367889065324065,0.2367889065324065,0.1377335058183844,0.47357781306481284,0.13773350581838528,0.3772298775170025,1,1.6653345369377348e-16,8.881784197001252e-16,0.0,1.1102230246251565e-16,9.992007221626409e-16,2.7755575615628914e-16,1.1102230246251565e-16
67,3,4,5354782.080881072,1.0510785432679106,3.899945544073006,1.3620022833037386,ok,,3.899945543895717,1.9499727719478586,1.9499727719478586,1.3620022832076177,3.8999455439526876,1.3620022832520204,0.828833745139424,3,5.697042837482513e-11,4.440270373606836e-11,0.0,1.7728885026713215e-10,9.61208890259968e-11,1.2031842189230701e-10,5.171818528992844e-11
68,4,2,1247.4040921993032,6233454.039848721,0.169538143100717,0.04498880968764719,ok,,0.16953814308157078,0.08476907154078539,0.08476907154078539,0.04498880953033613,0.16953814318037758,0.044988809709979254,0.15556749279065915,2,9.880679607832121e-11,1.7964312676310712e-10,0.0,1.914621239329506e-11,1.5731106001171113e-10,7.966058368502615e-11,2.2332066751395985e-11
69,5,2,39.27578178397698,1103.409655616891,0.8810285705347459,0.25976658311901185,ok,,0.8810285705347458,0.4405142852673729,0.4405142852673729,0.2597665831190108,0.8810285705347464,0.259766583119012,0.4731438304384873,2,5.551115123125783e-16,1.2212453270876722e-15,0.0,1.1102230246251565e-16,1.0547118733938987e-15,4.440892098500626e-16,1.6653345369377348e-16
70,3,5,63227.13034751708,47723976.85864967,0.018701491484703674,0.004701688346625193,ok,,0.018701491626619493,0.009350745813309747,0.009350745813309747,0.004701688428590423,0.018701491485390312,0.0047016883467989184,0.016575766057762734,3,1.4122918112757787e-10,8.179150412512826e-11,0.0,1.4191581937383901e-10,8.196522974235343e-11,6.866382462611398e-13,1.7372561722517332e-13
71,3,2,7325929.637132236,371.2155615297454,0.9035151337800645,0.28696108652091257,ok,,0.9035151338543195,0.45175756692715974,0.45175756692715974,0.2869610865538248,0.9035151338689462,0.2869610865543255,0.5825528934990741,2,1.4626744260226587e-11,5.007105841059456e-13,0.0,7.425493553370188e-11,3.291222849810538e-11,8.888167979392847e-11,3.3412939082211324e-11
72,2,5,518703.65179407236,9547.483604681507,14.691213469161,7.036290641705168,ok,,14.691214973159585,7.345607486579793,7.345607486579793,7.03629140983852,14.691216550511434,7.036292182379872,0.999999544432239,2,1.5773518491357663e-06,7.725413517789548e-07,0.0,1.503998586116495e-06,7.681333515918709e-07,3.0813504352522614e-06,1.5406747033708257e-06
73,1,3,1.0,3.640727621920909,0.09746005129877984,0.025240949602284995,ok,,0.09746005129877991,0.048730025649389955,0.048730025649389955,0.0252409496022854,0.09746005129877984,0.025240949602284995,0.09286142015994797,1,6.938893903907228e-17,4.0592529337857286e-16,0.0,6.938893903907228e-17,4.0592529337857286e-16,0.0,0.0
