construction,designed_te,seed,orientation,eta,bandwidth,sample_gc,sample_gaussian_te,sample_canonical_cs,kde_cs
26,0.7735111069350324,173246564,samplewise,0.05,0.1374216525987322,1.525168519700327,0.7625842598501635,0.5449207862310883,0.2602005165817509
26,0.7735111069350324,173246564,samplewise,0.2,0.5496866103949288,1.525168519700327,0.7625842598501635,0.5449207862310883,0.08254974678587246
27,0.008008357245921763,27607321,official-featurewise,0.02,0.3349634554166178,0.011498861205440941,0.005749430602720471,0.002887087509965731,0.048991417467437515
27,0.008008357245921763,27607321,official-featurewise,0.05,0.8374086385415446,0.011498861205440941,0.005749430602720471,0.002887087509965731,0.002427149032406817
27,0.008008357245921763,27607321,official-featurewise,0.2,3.3496345541661783,0.011498861205440941,0.005749430602720471,0.002887087509965731,1.4429860151210505e-06
27,0.008008357245921763,27607321,samplewise,0.02,0.03315769882075571,0.011498861205440941,0.005749430602720471,0.002887087509965731,0.14245335582571794
27,0.008008357245921763,27607321,samplewise,0.05,0.08289424705188929,0.011498861205440941,0.005749430602720471,0.002887087509965731,0.2741397053979888
27,0.008008357245921763,27607321,samplewise,0.2,0.33157698820755716,0.011498861205440941,0.005749430602720471,0.002887087509965731,0.05022025701342692
28,1.0136147831060294,970158997,official-featurewise,0.02,0.6853666841583078,1.9513868210416907,0.9756934105208454,0.7342830636844165,0.055594648675894476
28,1.0136147831060294,970158997,official-featurewise,0.05,1.7134167103957694,1.9513868210416907,0.9756934105208454,0.7342830636844165,0.006535645957921332
28,1.0136147831060294,970158997,official-featurewise,0.2,6.8536668415830775,1.9513868210416907,0.9756934105208454,0.7342830636844165,1.0852096067992534e-05
28,1.0136147831060294,970158997,samplewise,0.02,0.07031512570387098,1.9513868210416907,0.9756934105208454,0.7342830636844165,0.16332662430831846
28,1.0136147831060294,970158997,samplewise,0.05,0.1757878142596775,1.9513868210416907,0.9756934105208454,0.7342830636844165,0.19513104968363137
28,1.0136147831060294,970158997,samplewise,0.2,0.70315125703871,1.9513868210416907,0.9756934105208454,0.7342830636844165,0.052940450207646705
29,1.4172634928639953,665785044,official-featurewise,0.02,1.042861878321268,3.0683086992181536,1.5341543496090768,1.2618532916932834,0.028407412248498076
29,1.4172634928639953,665785044,official-featurewise,0.05,2.60715469580317,3.0683086992181536,1.5341543496090768,1.2618532916932834,0.0028792224252427445
29,1.4172634928639953,665785044,official-featurewise,0.2,10.42861878321268,3.0683086992181536,1.5341543496090768,1.2618532916932834,3.3755624855302813e-06
29,1.4172634928639953,665785044,samplewise,0.02,0.10841849568605268,3.0683086992181536,1.5341543496090768,1.2618532916932834,0.19588499332167864
29,1.4172634928639953,665785044,samplewise,0.05,0.2710462392151317,3.0683086992181536,1.5341543496090768,1.2618532916932834,0.15426311263055226
29,1.4172634928639953,665785044,samplewise,0.2,1.0841849568605268,3.0683086992181536,1.5341543496090768,1.2618532916932834,0.026449003512936997
