construction,p,q,spectral_radius,condition_state_cov,status,error,gc,gaussian_te,gaussian_cmi,direct_cs,spectral_gc,spectral_cs,max_rho2,rank,abs_gc_spectral_error,abs_cs_spectral_error,abs_te_cmi_error
40,1,2,0.6516910910483538,9.581180440814764,ok,,0.2636940209547808,0.1318470104773904,0.1318470104773904,0.07215235470462256,0.2636940209547807,0.07215235470462211,0.23179144057914805,1,1.1102230246251565e-16,4.440892098500626e-16,0.0
41,4,1,0.11980433313769909,9.895267408581013,ok,,0.011135627286470662,0.005567813643235331,0.005567813643235331,0.002795510436895743,0.01113562728647065,0.002795510436895896,0.011073855690045112,1,1.214306433183765e-17,1.5308934675495323e-16,0.0
42,2,3,0.729107428480208,16.268409021401606,ok,,1.5286567693110817,0.7643283846555409,0.7643283846555409,0.5458847166238363,1.528656769311083,0.545884716623837,0.7825241813135438,2,1.3322676295501878e-15,6.661338147750939e-16,0.0
43,2,1,0.22699523241798297,15.487341764948216,ok,,0.12295444063600762,0.06147722031800381,0.06147722031800381,0.032126663508792674,0.12295444063600772,0.03212666350879282,0.115696050031384,1,9.71445146547012e-17,1.457167719820518e-16,0.0
44,2,4,0.5163695734867219,9.621372898086898,ok,,0.29046824028986873,0.14523412014493436,0.14523412014493436,0.07827216735698528,0.2904682402898685,0.07827216735698607,0.21881246005725843,2,2.220446049250313e-16,7.91033905045424e-16,0.0
45,5,5,0.606132824886436,9.511957007276436,ok,,0.7549442588749533,0.37747212943747666,0.37747212943747666,0.2080046841848091,0.7549442588749538,0.208004684184807,0.35452263544866786,5,4.440892098500626e-16,2.1094237467877974e-15,0.0
46,2,1,0.7561495005290354,9.495165954852393,ok,,2.189800907141567,1.0949004535707836,1.0949004535707836,0.843852107527876,2.189800907141567,0.8438521075278755,0.888060967339059,1,0.0,4.440892098500626e-16,0.0
47,5,4,0.43300632024321695,12.117600607940846,ok,,0.21453010716400622,0.10726505358200311,0.10726505358200311,0.05558961986729649,0.2145301071640065,0.05558961986729497,0.12816714546736938,4,2.7755575615628914e-16,1.519617764955683e-15,0.0
48,5,3,0.6403307640985794,7.021152805434798,ok,,2.033389030012245,1.0166945150061224,1.0166945150061224,0.7039028423059381,2.033389030012248,0.7039028423059371,0.8103457797572817,3,3.1086244689504383e-15,9.992007221626409e-16,0.0
49,2,5,0.19733253719315233,18.1183973342102,ok,,0.15668506123133596,0.07834253061566798,0.07834253061566798,0.0408045530044312,0.1566850612313364,0.040804553004430845,0.1227006089864933,2,4.440892098500626e-16,3.5388358909926865e-16,0.0
50,2,5,0.21645794155989964,11.8448723549348,ok,,0.07034828184886921,0.035174140924434605,0.035174140924434605,0.01784859422724505,0.0703482818488696,0.01784859422724449,0.046988310588540645,2,3.885780586188048e-16,5.620504062164855e-16,0.0
51,5,2,0.11636809144297436,8.668260216800624,ok,,0.02248549132454103,0.011242745662270515,0.011242745662270515,0.005650237447791362,0.022485491324541248,0.005650237447791216,0.016392689806503626,2,2.185751579730777e-16,1.457167719820518e-16,0.0
52,4,3,0.7308332204725002,12.666838163626588,ok,,1.913437635573944,0.956718817786972,0.956718817786972,0.6169107629755821,1.913437635573943,0.6169107629755828,0.7170337228063073,3,8.881784197001252e-16,6.661338147750939e-16,0.0
53,1,4,0.411845808491415,25.176112169072688,ok,,0.1588855031292633,0.07944275156463165,0.07944275156463165,0.04202486014457252,0.15888550312926294,0.04202486014457177,0.1469059700256109,1,3.608224830031759e-16,7.494005416219807e-16,0.0
54,2,4,0.23527623149297064,5.922310370033495,ok,,0.20162006757242934,0.10081003378621467,0.10081003378621467,0.05343320458909062,0.20162006757242926,0.05343320458909062,0.1658748148308149,2,8.326672684688674e-17,0.0,0.0
55,1,5,0.30542655213129283,11.207840192724651,ok,,0.12023352754220551,0.060116763771102755,0.060116763771102755,0.03138630355110816,0.1202335275422057,0.03138630355110884,0.11328665945029039,1,1.942890293094024e-16,6.800116025829084e-16,0.0
56,4,3,0.5994547663308212,7.967475696330063,ok,,0.6552203189763517,0.32761015948817584,0.32761015948817584,0.183815778984445,0.6552203189763518,0.18381577898444443,0.3365933457777727,3,1.1102230246251565e-16,5.828670879282072e-16,0.0
57,1,3,0.6266175113034133,5.907545123058445,ok,,1.0841285982852318,0.5420642991426159,0.5420642991426159,0.3612005879009401,1.0841285982852318,0.36120058790094,0.6618036375810312,1,0.0,1.1102230246251565e-16,0.0
58,1,1,0.7077818876787232,1.6827913161989274,ok,,0.20765124679489638,0.10382562339744819,0.10382562339744819,0.055813871989868646,0.20765124679489635,0.05581387198986851,0.18750965408117454,1,2.7755575615628914e-17,1.3877787807814457e-16,0.0
59,1,5,0.40262674852636204,7.825699650904468,ok,,0.07456639061487103,0.03728319530743551,0.03728319530743551,0.01915635531415294,0.07456639061487146,0.01915635531415218,0.07185414816035654,1,4.3021142204224816e-16,7.598088824778415e-16,0.0
60,3,2,0.6182289697637168,10.241896239733897,ok,,0.6094027955635217,0.30470139778176086,0.30470139778176086,0.17207518755794515,0.6094027955635215,0.17207518755794557,0.3605319400728796,2,2.220446049250313e-16,4.163336342344337e-16,0.0
61,1,4,0.6668601840219703,4.846772356538187,ok,,1.2326280781198728,0.6163140390599364,0.6163140390599364,0.4213707882943467,1.2326280781198735,0.42137078829434604,0.708474581528428,1,6.661338147750939e-16,6.661338147750939e-16,0.0
62,2,2,0.2451968340623445,8.932495322801913,ok,,0.015626644740363904,0.007813322370181952,0.007813322370181952,0.003925454156430419,0.015626644740363797,0.003925454156430915,0.013992627755027454,2,1.0755285551056204e-16,4.961309141293668e-16,0.0
63,1,3,0.3570461492079733,10.030573750847708,ok,,0.11760691988319816,0.05880345994159908,0.05880345994159908,0.03067284074339982,0.11760691988319798,0.03067284074340011,0.11095454997113002,1,1.8041124150158794e-16,2.8796409701215e-16,0.0
64,1,1,0.2754845051417719,7.051622604922939,ok,,0.02608342102376149,0.013041710511880744,0.013041710511880744,0.006584359868685441,0.02608342102376147,0.006584359868685572,0.025746187031775145,1,1.734723475976807e-17,1.3097162243624894e-16,0.0
65,3,1,0.5549541418042024,5.562826250943208,ok,,0.13185065211013602,0.06592532605506801,0.06592532605506801,0.034556396788532506,0.13185065211013605,0.03455639678853278,0.12352811546842188,1,2.7755575615628914e-17,2.706168622523819e-16,0.0
66,3,4,0.5846829336793383,14.321690465357646,ok,,0.30609877730583185,0.15304938865291592,0.15304938865291592,0.08130460263027217,0.30609877730583174,0.081304602630273,0.18704692668475748,3,1.1102230246251565e-16,8.326672684688674e-16,0.0
67,2,2,0.43529621213706304,5.1358189855482115,ok,,0.018833266121033893,0.009416633060516946,0.009416633060516946,0.004735683957890036,0.01883326612103379,0.004735683957889629,0.01686864968829801,2,1.0408340855860843e-16,4.0679265511656126e-16,0.0
68,4,4,0.09777320318382073,13.545493839319427,ok,,0.011882159749626475,0.005941079874813238,0.005941079874813238,0.0029795389036815223,0.011882159749626291,0.002979538903681874,0.009537780044033262,4,1.8388068845354155e-16,3.5171518475429764e-16,0.0
69,5,5,0.21028719515132674,15.176925130527012,ok,,0.12119325194658614,0.06059662597329307,0.06059662597329307,0.031134459713071827,0.12119325194658581,0.031134459713071327,0.08904160272227606,5,3.3306690738754696e-16,4.996003610813204e-16,0.0
70,4,1,0.6365452786524416,4.037169361587985,ok,,0.5142563122908383,0.2571281561454192,0.2571281561454192,0.1511966757787877,0.5142563122908385,0.15119667577878582,0.4020548862621129,1,1.1102230246251565e-16,1.887379141862766e-15,0.0
71,1,1,0.5353001672618534,6.733366611872629,ok,,0.5485723444740539,0.27428617223702695,0.27428617223702695,0.1627326539684837,0.5485723444740539,0.16273265396848363,0.4222259157849856,1,0.0,5.551115123125783e-17,0.0
72,2,1,0.1855218006197204,5.627625814772522,ok,,0.38690090703565716,0.19345045351782858,0.19345045351782858,0.10984012043713953,0.3869009070356572,0.10984012043713916,0.32084160858945915,1,5.551115123125783e-17,3.7470027081099033e-16,0.0
73,1,2,0.11325028427820624,4.2932608738104046,ok,,0.0029517276177055685,0.0014758638088527842,0.0014758638088527842,0.0007387483177603293,0.0029517276177058686,0.0007387483177598909,0.0029473755528310764,1,3.0010716134398763e-16,4.38451358553138e-16,0.0
74,2,1,0.33128491609680366,7.436074878161192,ok,,0.5179889513127496,0.2589944756563748,0.2589944756563748,0.1524436298251448,0.5179889513127497,0.15244362982514478,0.40428263924123065,1,1.1102230246251565e-16,2.7755575615628914e-17,0.0
75,4,4,0.6877109395945842,12.980178041846045,ok,,0.5496730703516833,0.27483653517584167,0.27483653517584167,0.14914618313942185,0.5496730703516833,0.14914618313942157,0.2688607726236807,4,0.0,2.7755575615628914e-16,0.0
76,3,1,0.30124173752122,3.515643507402691,ok,,0.0040842148761109365,0.0020421074380554682,0.0020421074380554682,0.0010226164803026627,0.004084214876110956,0.0010226164803025645,0.00407588581361908,1,1.9949319973733282e-17,9.82287168271867e-17,0.0
77,4,1,0.34520440032715627,8.043933456104954,ok,,0.06530311568161584,0.03265155784080792,0.03265155784080792,0.016721207570959074,0.06530311568161581,0.016721207570959167,0.06321653342136214,1,2.7755575615628914e-17,9.367506770274758e-17,0.0
78,3,2,0.48017117001584086,20.00051098001387,ok,,0.42564527499744115,0.21282263749872057,0.21282263749872057,0.1197689490285967,0.42564527499744104,0.11976894902859679,0.32203529531366115,2,1.1102230246251565e-16,9.71445146547012e-17,0.0
79,5,5,0.25364159101239403,14.169973893537492,ok,,0.20556863317621188,0.10278431658810594,0.10278431658810594,0.05363077650621051,0.20556863317621202,0.053630776506210585,0.14030275264347924,5,1.3877787807814457e-16,7.632783294297951e-17,0.0
