edge_id,source,target,gc,gaussian_te_cmi,canonical_cs,component_te_1,component_te_2,spectrum_spread_h,rank_one_gap_q,normalized_gap_qn,abs_gc_spectrum_error
000001.SS+399001.SZ->^AXJO+^IXIC,000001.SS;399001.SZ,^AXJO;^IXIC,0.014500294277333126,0.007250147138666563,0.003640323076961159,0.006314618683759577,0.000935528454907139,0.4495422160158972,4.414549733418836e-06,0.4495420849559463,3.0531133177191805e-16
000001.SS+399001.SZ->^AXJO+^KS11,000001.SS;399001.SZ,^AXJO;^KS11,0.022025639273110187,0.011012819636555093,0.005549439730871555,0.01072739513260696,0.00028542450394685343,0.10098304702857637,2.2837288824956517e-06,0.1009829380174624,2.5569824035898137e-15
000001.SS+399001.SZ->^AXJO+^N100,000001.SS;399001.SZ,^AXJO;^N100,0.011659070311647923,0.005829535155823962,0.00292395119636513,0.0048559538123426295,0.0009735813434795334,0.5564663793110356,3.535405274489572e-06,0.5564662942296302,3.597816489175898e-15
000001.SS+399001.SZ->^AXJO+^N225,000001.SS;399001.SZ,^AXJO;^N225,0.01596089405165202,0.00798044702582601,0.0040123988266863655,0.007694437491820294,0.0002860095340061027,0.13821747007381835,1.6439175099256312e-06,0.1382173939001482,7.73686670285656e-16
000001.SS+399001.SZ->^AXJO+^NZ50,000001.SS;399001.SZ,^AXJO;^NZ50,0.010445873794356686,0.005222936897178343,0.002621482954932732,0.005171933189272196,5.100370790726793e-05,0.038679877477771095,1.9732373049852897e-07,0.038679867172562825,2.2412627309620348e-15
000001.SS+399001.SZ->^AXJO+^STI,000001.SS;399001.SZ,^AXJO;^STI,0.014321380148132334,0.007160690074066167,0.003597334146715644,0.006724228700106628,0.00043646137395888634,0.228948882663543,2.193259720340013e-06,0.2289487914270192,1.3062467774105357e-15
000001.SS+399001.SZ->^AXJO+^STOXX50E,000001.SS;399001.SZ,^AXJO;^STOXX50E,0.012113542901886376,0.006056771450943188,0.0030384326632926103,0.00508919383972687,0.0009675776112145724,0.5369235124563368,3.6819478692671874e-06,0.5369234200510521,3.490263633665336e-15
000001.SS+399001.SZ->^DJI+^GSPC,000001.SS;399001.SZ,^DJI;^GSPC,0.02307200998053105,0.011536004990265525,0.0058143812788962095,0.011134464808486217,0.0004015401817778882,0.13438397375083702,3.3338244654016608e-06,0.13438382087804446,2.8380076066980564e-15
000001.SS+399001.SZ->^DJI+^HSI,000001.SS;399001.SZ,^DJI;^HSI,0.0688934279922293,0.03444671399611465,0.017623424603324236,0.03280170455450585,0.001645009441611008,0.18189853464872463,3.976873275409257e-05,0.1818969810916595,4.413136522884997e-15
000001.SS+399001.SZ->^DJI+^IXIC,000001.SS;399001.SZ,^DJI;^IXIC,0.013742973865884522,0.006871486932942261,0.003452873451485418,0.006765503506178541,0.00010598342676263205,0.06074305385923124,5.359237181547759e-07,0.06074302665572072,2.177077962350893e-15
000001.SS+399001.SZ->^DJI+^KS11,000001.SS;399001.SZ,^DJI;^KS11,0.025337688670301617,0.012668844335150808,0.006382780789644812,0.011293666267322287,0.0013751780678280866,0.3870614140264139,1.1574173811487211e-05,0.3870610400216005,8.708311849403572e-16
000001.SS+399001.SZ->^DJI+^N100,000001.SS;399001.SZ,^DJI;^N100,0.016893774335201783,0.008446887167600892,0.004242838379112681,0.007066249675617727,0.0013806374919817044,0.5469344088206343,7.286004470491263e-06,0.5469342316681967,2.921274333544943e-15
000001.SS+399001.SZ->^DJI+^N225,000001.SS;399001.SZ,^DJI;^N225,0.017297086337510592,0.008648543168755296,0.004346306180332501,0.007603549026258601,0.0010449941424974024,0.4249171725204019,5.9334442830622294e-06,0.42491698954039353,1.4155343563970746e-15
000001.SS+399001.SZ->^DJI+^NZ50,000001.SS;399001.SZ,^DJI;^NZ50,0.012524535966896622,0.006262267983448311,0.003144202555809647,0.00589789712937906,0.0003643708540701429,0.21919846980822116,1.6067146592353525e-06,0.21919840187939088,1.7832957333041577e-15
000001.SS+399001.SZ->^DJI+^STI,000001.SS;399001.SZ,^DJI;^STI,0.016439598748682727,0.008219799374341363,0.004131739870774403,0.0076174261608864475,0.0006023732134555696,0.27165109535220117,3.427237948634178e-06,0.27165096124959576,1.3079815008865125e-15
000001.SS+399001.SZ->^DJI+^STOXX50E,000001.SS;399001.SZ,^DJI;^STOXX50E,0.017102654581861998,0.008551327290930999,0.004295311199062978,0.007099782424423573,0.0014515448665057054,0.5637264828985418,7.696149002094262e-06,0.5637263027744162,3.4416913763379853e-15
000001.SS+399001.SZ->^GSPC+^HSI,000001.SS;399001.SZ,^GSPC;^HSI,0.07601496293357357,0.038007481466786786,0.01944911516411389,0.03448140315003277,0.0035260783167551696,0.33666555948974053,8.944561163299822e-05,0.3366627753220863,2.3175905639050143e-15
000001.SS+399001.SZ->^GSPC+^IXIC,000001.SS;399001.SZ,^GSPC;^IXIC,0.011344251702176678,0.005672125851088339,0.002847090426123024,0.005421921879085999,0.0002502039720023203,0.16866141148656227,1.0145516360347308e-06,0.16866136571434526,3.8163916471489756e-17
000001.SS+399001.SZ->^GSPC+^KS11,000001.SS;399001.SZ,^GSPC;^KS11,0.03212404606655994,0.01606202303327997,0.008100786541840793,0.013410785696845522,0.002651237336433903,0.5512674275726187,2.64517097671689e-05,0.5512668109036836,1.0894063429134349e-15
000001.SS+399001.SZ->^GSPC+^N100,000001.SS;399001.SZ,^GSPC;^N100,0.020935378720032816,0.010467689360016408,0.0052561050940129195,0.0067660150294278545,0.0037016743305877137,0.9143016527092654,1.8685726130624435e-05,0.9143015674904246,1.6792123247455493e-15
000001.SS+399001.SZ->^GSPC+^N225,000001.SS;399001.SZ,^GSPC;^N225,0.024355941581305274,0.012177970790652637,0.006128724813375931,0.010099414802964784,0.002078555987687986,0.5661976626883161,1.5648107703667216e-05,0.5661973040652492,2.671474153004283e-16
000001.SS+399001.SZ->^GSPC+^NZ50,000001.SS;399001.SZ,^GSPC;^NZ50,0.01997996063670371,0.009989980318351854,0.005025408298646603,0.008960822535005929,0.0010291577833443156,0.3696243428510752,6.881973403478729e-06,0.3696241115273372,3.219646771412954e-15
000001.SS+399001.SZ->^GSPC+^STI,000001.SS;399001.SZ,^GSPC;^STI,0.022116580071553926,0.011058290035776963,0.005565011075160474,0.009700800904410363,0.0013574891313672137,0.43075268287680124,9.821847222612513e-06,0.43075238609341276,1.2281842209915794e-15
000001.SS+399001.SZ->^GSPC+^STOXX50E,000001.SS;399001.SZ,^GSPC;^STOXX50E,0.02078393363798625,0.010391966818993126,0.005217621097286756,0.00657755070210124,0.003814416116891551,0.9293017644830085,1.8719216724018446e-05,0.9293016940348904,6.696032617270475e-16
000001.SS+399001.SZ->^HSI+^IXIC,000001.SS;399001.SZ,^HSI;^IXIC,0.08444409627361793,0.042222048136808965,0.021621313346309786,0.0366998623349219,0.005522185801888502,0.45473339400557744,0.000148769562040605,0.454729667106847,2.886579864025407e-15
000001.SS+399001.SZ->^HSI+^KS11,000001.SS;399001.SZ,^HSI;^KS11,0.05294232835461088,0.02647116417730544,0.013492098907578153,0.026269093797473133,0.00020207037983222464,0.0303013276283337,3.928244993839716e-06,0.030301138747688812,1.6653345369377348e-16
000001.SS+399001.SZ->^HSI+^N100,000001.SS;399001.SZ,^HSI;^N100,0.0428832770828933,0.02144163854144665,0.010891430838323729,0.02140656713653249,3.507140491580867e-05,0.006531970897404605,5.570118224839521e-07,0.006531942823376835,3.3029134982598407e-15
000001.SS+399001.SZ->^HSI+^N225,000001.SS;399001.SZ,^HSI;^N225,0.053031713366770816,0.026515856683385408,0.013518002031611036,0.026452121870867516,6.373481251924794e-05,0.009591485903666605,1.2476077747968634e-06,0.009591424646778968,2.7131075164277263e-15
000001.SS+399001.SZ->^HSI+^NZ50,000001.SS;399001.SZ,^HSI;^NZ50,0.06649134207392393,0.033245671036961966,0.016956883897078685,0.029795151969037065,0.0034505190679233497,0.3720658595763949,7.581858455868798e-05,0.3720635730917628,3.1086244689504383e-15
000001.SS+399001.SZ->^HSI+^STI,000001.SS;399001.SZ,^HSI;^STI,0.05897325410160903,0.029486627050804515,0.015053299695293574,0.028884737190229513,0.0006018898605771075,0.07998254985251385,1.2845966107904658e-05,0.07998197200317085,4.211908599671688e-15
000001.SS+399001.SZ->^HSI+^STOXX50E,000001.SS;399001.SZ,^HSI;^STOXX50E,0.04431387884931226,0.02215693942465613,0.011260749675211559,0.022129186843587174,2.775258107070438e-05,0.005003907653677598,4.554859276539175e-07,0.005003884734424554,3.497202527569243e-15
000001.SS+399001.SZ->^IXIC+^KS11,000001.SS;399001.SZ,^IXIC;^KS11,0.037814972561957205,0.018907486280978603,0.009542019736502974,0.014828178575357683,0.004079307705620064,0.6768098595892551,4.493645950115824e-05,0.6768091144511148,1.7139067942650854e-15
000001.SS+399001.SZ->^IXIC+^N100,000001.SS;399001.SZ,^IXIC;^N100,0.026220176910477733,0.013110088455238866,0.006588486915169908,0.007869177658063279,0.005240910797175564,0.9598091052757828,3.072810907612817e-05,0.9598090402926064,4.85722573273506e-17
000001.SS+399001.SZ->^IXIC+^N225,000001.SS;399001.SZ,^IXIC;^N225,0.029205759306801582,0.014602879653400791,0.007353476544384526,0.011341305948291946,0.0032615737051096077,0.6938622221868075,2.7539880568510505e-05,0.6938617813866151,1.5265566588595902e-15
000001.SS+399001.SZ->^IXIC+^NZ50,000001.SS;399001.SZ,^IXIC;^NZ50,0.024693543910988325,0.012346771955494162,0.006220518367317011,0.011169920132249109,0.0011768518232448421,0.3449252518134402,9.798025884671241e-06,0.34492491296750616,4.2327252813834093e-16
000001.SS+399001.SZ->^IXIC+^STI,000001.SS;399001.SZ,^IXIC;^STI,0.027851806339121765,0.013925903169560883,0.007014786852759858,0.011533436863477575,0.002392466306082992,0.5691383125251681,2.055062019606403e-05,0.5691378482355018,6.314393452555578e-16
000001.SS+399001.SZ->^IXIC+^STOXX50E,000001.SS;399001.SZ,^IXIC;^STOXX50E,0.02579665143932175,0.012898325719660875,0.006481148656893965,0.007522921174216577,0.005375404545443662,0.9722791596985576,3.013310232522458e-05,0.9722791157039762,1.2698175844150228e-15
000001.SS+399001.SZ->^KS11+^N100,000001.SS;399001.SZ,^KS11;^N100,0.018040930024845636,0.009020465012422818,0.00454055677281383,0.00900601235646891,1.4452655955106899e-05,0.006398561396847921,9.717966039084897e-08,0.006398556223272895,2.3973878437999474e-15
000001.SS+399001.SZ->^KS11+^N225,000001.SS;399001.SZ,^KS11;^N225,0.015384297648360246,0.007692148824180123,0.003868027888978871,0.0076610481662195305,3.110065796084889e-05,0.016107287288125872,1.7800958164362196e-07,0.016107277852038453,5.134781488891349e-16
000001.SS+399001.SZ->^KS11+^NZ50,000001.SS;399001.SZ,^KS11;^NZ50,0.03280686709490155,0.016403433547450774,0.008277322387036434,0.014032917272666222,0.002370516274783839,0.49451716456319283,2.4743815090927726e-05,0.4945165157239412,1.429412144204889e-15
000001.SS+399001.SZ->^KS11+^STI,000001.SS;399001.SZ,^KS11;^STI,0.02031603348329014,0.01015801674164507,0.005116317600498656,0.009989779577590303,0.0001682371640547181,0.06515083518689213,1.2540766240170392e-06,0.06515077271703215,1.0061396160665481e-16
000001.SS+399001.SZ->^KS11+^STOXX50E,000001.SS;399001.SZ,^KS11;^STOXX50E,0.01822000414674818,0.00911000207337409,0.0045858110163840065,0.009077916070916453,3.208600245986015e-05,0.01403863282397961,2.1745898879082376e-07,0.014038621342036928,4.44436154545258e-15
000001.SS+399001.SZ->^N100+^N225,000001.SS;399001.SZ,^N100;^N225,0.014077408871987274,0.007038704435993637,0.003537147619366097,0.0068951550816694065,0.00014354935432417124,0.07991343802246186,7.397307354110177e-07,0.07991340128192276,1.1796119636642288e-16
000001.SS+399001.SZ->^N100+^NZ50,000001.SS;399001.SZ,^N100;^NZ50,0.022978171764282962,0.011489085882141481,0.005773269125733698,0.00806749003111555,0.003421595851026229,0.8364812059543517,2.0583641117111022e-05,0.8364810276213536,5.967448757360216e-16
000001.SS+399001.SZ->^N100+^STI,000001.SS;399001.SZ,^N100;^STI,0.011001792468821492,0.005500896234410746,0.002761538036791112,0.005442749168141394,5.8147066269019336e-05,0.04183494610109556,2.3670648895222218e-07,0.0418349337708897,6.643990912991171e-16
000001.SS+399001.SZ->^N100+^STOXX50E,000001.SS;399001.SZ,^N100;^STOXX50E,0.00878348505478499,0.004391742527392495,0.0022028207409237246,0.004307137115465289,8.460541192890268e-05,0.07557411865468025,2.727047587656149e-07,0.07557410491685897,3.3948538424866115e-15
000001.SS+399001.SZ->^N225+^NZ50,000001.SS;399001.SZ,^N225;^NZ50,0.02194715427383187,0.010973577136915935,0.005519526990468121,0.009184980927972512,0.0017885962089438025,0.5457002019469167,1.2253450627591929e-05,0.5456999063463415,7.598088824778415e-16
000001.SS+399001.SZ->^N225+^STI,000001.SS;399001.SZ,^N225;^STI,0.0163000623561409,0.00815003117807045,0.00409805737302903,0.007842921359162744,0.0003071098189079876,0.14504842363909887,1.7991075680857602e-06,0.14504834098180555,5.655198531684391e-16
000001.SS+399001.SZ->^N225+^STOXX50E,000001.SS;399001.SZ,^N225;^STOXX50E,0.013900347642859856,0.006950173821429928,0.0034919918808134667,0.006717663001541642,0.0002325108198884977,0.12933916104394202,1.1673715589292921e-06,0.12933910615935076,4.2327252813834093e-16
000001.SS+399001.SZ->^NZ50+^STI,000001.SS;399001.SZ,^NZ50;^STI,0.023631551711478238,0.011815775855739119,0.005941225780225634,0.00901808893441432,0.0027976869213239526,0.722851572513518,1.8810356079080465e-05,0.7228512966685804,1.6930901125533637e-15
000001.SS+399001.SZ->^NZ50+^STOXX50E,000001.SS;399001.SZ,^NZ50;^STOXX50E,0.02257747254378728,0.01128873627189364,0.005672308413195136,0.007986547079990984,0.003302189191901508,0.8278093831546375,1.966798888688049e-05,0.8278092035556994,2.2967738821932926e-15
000001.SS+399001.SZ->^STI+^STOXX50E,000001.SS;399001.SZ,^STI;^STOXX50E,0.011451670677470105,0.0057258353387350525,0.0028750801769524626,0.005700394162836319,2.5441175900167098e-05,0.017693931821474,1.0845686025835743e-07,0.017693926037054542,2.867497905789662e-15
000001.SS+IMOEX.ME->399001.SZ+^AXJO,000001.SS;IMOEX.ME,399001.SZ;^AXJO,0.06509165059815558,0.03254582529907779,0.016498669781474955,0.02245888047628464,0.010086944822793235,0.8554943834252942,0.0001671288069346813,0.8554932197318615,1.6653345369377348e-16
000001.SS+IMOEX.ME->399001.SZ+^DJI,000001.SS;IMOEX.ME,399001.SZ;^DJI,0.024659973520634537,0.012329986760317269,0.006221592893598106,0.012310747975797775,1.923878452027536e-05,0.006231560873648664,1.7653558552575138e-07,0.0062315516096457585,1.5612511283791264e-15
000001.SS+IMOEX.ME->399001.SZ+^GSPC,000001.SS;IMOEX.ME,399001.SZ;^GSPC,0.026032385154525883,0.013016192577262942,0.006571020353989211,0.01298178476775618,3.440780950623143e-05,0.010545896142247881,3.3282126062506717e-07,0.010545878807213837,1.061650767297806e-15
000001.SS+IMOEX.ME->399001.SZ+^HSI,000001.SS;IMOEX.ME,399001.SZ;^HSI,0.06192635682058523,0.030963178410292613,0.015765748311186777,0.02742544797244867,0.003537730437844015,0.4048064178850797,7.163620092253548e-05,0.4048043477529876,1.3877787807814457e-16
000001.SS+IMOEX.ME->399001.SZ+^IXIC,000001.SS;IMOEX.ME,399001.SZ;^IXIC,0.028941541879376587,0.014470770939688293,0.007313532106471022,0.014470759421974188,1.1517715793799255e-08,3.183716105938e-06,1.240959305801037e-10,3.1837071594138043e-06,3.3757718842508666e-15
000001.SS+IMOEX.ME->399001.SZ+^KS11,000001.SS;IMOEX.ME,399001.SZ;^KS11,0.04592119280302853,0.022960596401514266,0.011623280109660166,0.01922895585437998,0.00373164054713399,0.5444389249340978,5.31967453483162e-05,0.5444377038804394,5.967448757360216e-16
000001.SS+IMOEX.ME->399001.SZ+^N100,000001.SS;IMOEX.ME,399001.SZ;^N100,0.028569736567284565,0.014284868283642282,0.007203033076235476,0.012630724035286624,0.0016541442483555579,0.409552080535417,1.5557614958632872e-05,0.40955159960450305,2.0122792321330962e-16
000001.SS+IMOEX.ME->399001.SZ+^N225,000001.SS;IMOEX.ME,399001.SZ;^N225,0.06857152425978441,0.034285762129892206,0.017440921809768972,0.0274886419980824,0.006797120131810142,0.6357854821161639,0.00013771876812442366,0.6357830853175804,6.661338147750939e-16
000001.SS+IMOEX.ME->399001.SZ+^NZ50,000001.SS;IMOEX.ME,399001.SZ;^NZ50,0.03411385239826359,0.017056926199131794,0.008616275594032885,0.015232176224778743,0.0018247499743539474,0.38214112016420493,2.0667937101573677e-05,0.3821404596059196,1.790234627208065e-15
000001.SS+IMOEX.ME->399001.SZ+^STI,000001.SS;IMOEX.ME,399001.SZ;^STI,0.04884575221973719,0.024422876109868596,0.012340045753767294,0.01703330232156957,0.007389573788299393,0.8440819694191107,9.32448810499649e-05,0.8440812417649763,7.355227538141662e-16
000001.SS+IMOEX.ME->399001.SZ+^STOXX50E,000001.SS;IMOEX.ME,399001.SZ;^STOXX50E,0.02811287435424248,0.01405643717712124,0.007088135982057308,0.012580415456553504,0.0014760217205675242,0.37592154023869806,1.382863352705592e-05,0.3759210879612094,4.2327252813834093e-16
000001.SS+IMOEX.ME->^AXJO+^DJI,000001.SS;IMOEX.ME,^AXJO;^DJI,0.020197094389018844,0.010098547194509422,0.005078561965688423,0.0087463046030525,0.0013522425914575893,0.4638968263582844,8.825486072746788e-06,0.4638965741847247,1.3357370765021415e-15
000001.SS+IMOEX.ME->^AXJO+^GSPC,000001.SS;IMOEX.ME,^AXJO;^GSPC,0.02412697115120821,0.012063485575604105,0.006064827931415706,0.008833928033324355,0.0032295575422802633,0.7841718655356561,2.12679686357577e-05,0.7841716229178122,1.0269562977782698e-15
000001.SS+IMOEX.ME->^AXJO+^HSI,000001.SS;IMOEX.ME,^AXJO;^HSI,0.10429837004391374,0.05214918502195687,0.026659692966162704,0.03651669363596847,0.015632491385988344,0.839623500736441,0.00041689474883066166,0.8396205850514193,1.1102230246251565e-16
000001.SS+IMOEX.ME->^AXJO+^IXIC,000001.SS;IMOEX.ME,^AXJO;^IXIC,0.029358054190737448,0.014679027095368724,0.007390152726623605,0.011065697879276385,0.003613329216092541,0.7422527040742614,2.9767437226914384e-05,0.7422523030656853,4.0592529337857286e-16
000001.SS+IMOEX.ME->^AXJO+^KS11,000001.SS;IMOEX.ME,^AXJO;^KS11,0.06819087988938222,0.03409543994469111,0.0172976596957094,0.023759972724921273,0.010335467219769023,0.8449741942325885,0.0001810232348304769,0.8449728520763359,1.6237011735142914e-15
000001.SS+IMOEX.ME->^AXJO+^N100,000001.SS;IMOEX.ME,^AXJO;^N100,0.0198556718402223,0.00992783592011115,0.004995411250189049,0.009144617270705127,0.0007832186494046457,0.29066943289925185,5.344970027319762e-06,0.290669230675689,2.7547408798511697e-15
000001.SS+IMOEX.ME->^AXJO+^N225,000001.SS;IMOEX.ME,^AXJO;^N225,0.06567217637533673,0.032836088187668366,0.01668513116292406,0.025879424082398635,0.006956664105270163,0.6679020960285837,0.00013279868886511073,0.6678999739025868,8.604228440844963e-16
000001.SS+IMOEX.ME->^AXJO+^NZ50,000001.SS;IMOEX.ME,^AXJO;^NZ50,0.044393929158683676,0.022196964579341838,0.01126050663881634,0.020812537992882078,0.0013844265864616683,0.23392023297034112,2.136941893631991e-05,0.23391940526163632,3.816391647148976e-15
000001.SS+IMOEX.ME->^AXJO+^STI,000001.SS;IMOEX.ME,^AXJO;^STI,0.05314211805032798,0.02657105902516399,0.013456912868832932,0.020600030734897006,0.005971028290267748,0.6968820209948309,9.102224202945687e-05,0.6968806536386553,1.5265566588595902e-15
000001.SS+IMOEX.ME->^AXJO+^STOXX50E,000001.SS;IMOEX.ME,^AXJO;^STOXX50E,0.021262627963249514,0.010631313981624757,0.005350238131262164,0.00955804852955342,0.0010732654520711905,0.36304669134548095,7.652777730844489e-06,0.36304643212518944,2.949029909160572e-16
000001.SS+IMOEX.ME->^DJI+^GSPC,000001.SS;IMOEX.ME,^DJI;^GSPC,0.021102075694052758,0.010551037847026379,0.005315963099113313,0.010402145528891292,0.00014889231813466108,0.05564995872419001,1.1554612081975807e-06,0.05564990067450666,8.534839501805891e-16
000001.SS+IMOEX.ME->^DJI+^HSI,000001.SS;IMOEX.ME,^DJI;^HSI,0.06673068285446959,0.033365341427234796,0.01708809335269467,0.03306250217062831,0.00030283925660791277,0.03597631970650447,7.3835532581126295e-06,0.035975978037201276,2.858824288409778e-15
000001.SS+IMOEX.ME->^DJI+^IXIC,000001.SS;IMOEX.ME,^DJI;^IXIC,0.007730736568497321,0.0038653682842486603,0.001938266511606534,0.003860762719880845,4.605564367649866e-06,0.004760298657798045,1.330995324697569e-08,0.004760297951115675,3.3133218391157016e-16
000001.SS+IMOEX.ME->^DJI+^KS11,000001.SS;IMOEX.ME,^DJI;^KS11,0.028967912337254376,0.014483956168627188,0.007313840178113664,0.013861232957024431,0.0006227232116027688,0.1645820638784177,6.42679369652812e-06,0.1645817830209842,2.42861286636753e-17
000001.SS+IMOEX.ME->^DJI+^N100,000001.SS;IMOEX.ME,^DJI;^N100,0.014546713359948171,0.007273356679974086,0.00365646830353279,0.007273349182231252,7.497742230072968e-09,4.123397122358725e-06,4.0751410926298526e-11,4.123400601992402e-06,1.2073675392798577e-15
000001.SS+IMOEX.ME->^DJI+^N225,000001.SS;IMOEX.ME,^DJI;^N225,0.03132904912561685,0.015664524562808424,0.007909449908418123,0.01431785841897646,0.0013466661438324365,0.31431388062458704,1.4347495342846225e-05,0.3143133686274019,9.43689570931383e-16
000001.SS+IMOEX.ME->^DJI+^NZ50,000001.SS;IMOEX.ME,^DJI;^NZ50,0.004046384230523614,0.002023192115261807,0.0010131080999396611,0.0020086320836834024,1.4560031579867862e-05,0.02857909394057967,2.1912113802461178e-08,0.028579092707212435,2.9264785039728736e-15
000001.SS+IMOEX.ME->^DJI+^STI,000001.SS;IMOEX.ME,^DJI;^STI,0.025856264826884967,0.012928132413442484,0.006511614688387744,0.011137970265586737,0.0017901621478566105,0.4771850535401896,1.485722547167178e-05,0.47718464448894043,1.7277845820728999e-15
000001.SS+IMOEX.ME->^DJI+^STOXX50E,000001.SS;IMOEX.ME,^DJI;^STOXX50E,0.014538822114197103,0.0072694110570985515,0.003654358382124287,0.0072480473156438865,2.136374145297461e-05,0.011720870567257477,1.1571144221348556e-07,0.011720864406147774,3.380976054678797e-15
000001.SS+IMOEX.ME->^GSPC+^HSI,000001.SS;IMOEX.ME,^GSPC;^HSI,0.07147469954310637,0.035737349771553184,0.01830849716356923,0.034420549440505294,0.0013168003310469656,0.14195576400506418,3.3383075105860444e-05,0.1419544047640939,1.8457457784393227e-15
000001.SS+IMOEX.ME->^GSPC+^IXIC,000001.SS;IMOEX.ME,^GSPC;^IXIC,0.006482745566742665,0.0032413727833713324,0.0016236278692825894,0.002760366607321364,0.00048100617604958514,0.5054980058413625,9.942003251926703e-07,0.5054979788520585,7.667477763817487e-16
000001.SS+IMOEX.ME->^GSPC+^KS11,000001.SS;IMOEX.ME,^GSPC;^KS11,0.034598568832429066,0.017299284416214533,0.008736746179648971,0.015122780570158164,0.002176503846056509,0.43994137013169293,2.4472008497110342e-05,0.43994066191349596,2.7755575615628914e-16
000001.SS+IMOEX.ME->^GSPC+^N100,000001.SS;IMOEX.ME,^GSPC;^N100,0.014056196607214133,0.0070280983036070666,0.003532324664826658,0.006989068221841821,3.9030081766020994e-05,0.022090374435201593,2.038681710591836e-07,0.02209036368027157,1.5508427875232655e-15
