split,edge_id,source,target,gc,gaussian_te,gaussian_cmi,canonical_cs,gc_canonical_error,scalar_mapped_cs,abs_scalar_map_error
confirmation,^DJI->^IXIC,^DJI,^IXIC,0.0006877945928565055,0.00034389729642825273,0.00034389729642825273,0.00017199299263644886,5.312590645178972e-18,0.00017199299263640676,4.209414934674971e-17
confirmation,^DJI->^KS11,^DJI,^KS11,0.11356348293160856,0.05678174146580428,0.05678174146580428,0.029576904605637517,-5.967448757360216e-16,0.02957690460563736,1.5612511283791264e-16
confirmation,^DJI->^N100,^DJI,^N100,0.04718758097248177,0.023593790486240884,0.023593790486240884,0.012003998999202523,1.3322676295501878e-15,0.012003998999202854,3.3133218391157016e-16
confirmation,^DJI->^N225,^DJI,^N225,0.4070680556665014,0.2035340278332507,0.2035340278332507,0.11623139688347281,-4.996003610813204e-16,0.11623139688347264,1.6653345369377348e-16
confirmation,^DJI->^NZ50,^DJI,^NZ50,0.14028353130099447,0.07014176565049723,0.07014176565049723,0.03687237103552817,-5.551115123125783e-17,0.03687237103552815,2.0816681711721685e-17
confirmation,^DJI->^STI,^DJI,^STI,0.15228601363856065,0.07614300681928032,0.07614300681928032,0.04019003349606808,3.3306690738754696e-16,0.0401900334960682,1.1796119636642288e-16
confirmation,^DJI->^STOXX50E,^DJI,^STOXX50E,0.029415719910312887,0.014707859955156444,0.014707859955156444,0.007434651994383032,-9.020562075079397e-16,0.007434651994382835,1.968911145233676e-16
confirmation,^GSPC->000001.SS,^GSPC,000001.SS,0.06695404019195905,0.033477020095979526,0.033477020095979526,0.017154068547654135,-1.3739009929736312e-15,0.017154068547653747,3.885780586188048e-16
confirmation,^GSPC->399001.SZ,^GSPC,399001.SZ,0.05336786275957728,0.02668393137978864,0.02668393137978864,0.013606595283874912,-7.632783294297951e-17,0.013606595283874909,3.469446951953614e-18
confirmation,^GSPC->IMOEX.ME,^GSPC,IMOEX.ME,0.04055676569309519,0.020278382846547593,0.020278382846547593,0.010292351350551815,6.245004513516506e-17,0.010292351350551798,1.734723475976807e-17
confirmation,^GSPC->^AXJO,^GSPC,^AXJO,0.28624029831423314,0.14312014915711657,0.14312014915711657,0.0788701491920217,1.6653345369377348e-16,0.07887014919202177,6.938893903907228e-17
confirmation,^GSPC->^DJI,^GSPC,^DJI,0.002183547587254253,0.0010917737936271266,0.0010917737936271266,0.0005463337228772203,6.279698983036042e-16,0.0005463337228773707,1.5037884132373946e-16
confirmation,^GSPC->^HSI,^GSPC,^HSI,0.10031509013002271,0.050157545065011355,0.050157545065011355,0.026006327531058367,9.43689570931383e-16,0.02600632753105858,2.1163626406917047e-16
confirmation,^GSPC->^IXIC,^GSPC,^IXIC,3.8814379735185867e-05,1.9407189867592933e-05,1.9407189867592933e-05,9.703736172560998e-06,-1.8504620578896347e-16,9.703736172581596e-06,2.0598147211330076e-17
confirmation,^GSPC->^KS11,^GSPC,^KS11,0.1257508362802593,0.06287541814012965,0.06287541814012965,0.032888918650242384,-1.2212453270876722e-15,0.03288891865024202,3.608224830031759e-16
confirmation,^GSPC->^N100,^GSPC,^N100,0.05600354327395607,0.028001771636978035,0.028001771636978035,0.014292169431371788,-4.718447854656915e-16,0.014292169431371664,1.231653667943533e-16
confirmation,^GSPC->^N225,^GSPC,^N225,0.43269516691441545,0.21634758345720773,0.21634758345720773,0.12444011961814969,-1.0547118733938987e-15,0.1244401196181494,2.914335439641036e-16
confirmation,^GSPC->^NZ50,^GSPC,^NZ50,0.16619826750375033,0.08309913375187516,0.08309913375187516,0.04406676322559873,-1.6653345369377348e-16,0.04406676322559863,9.71445146547012e-17
confirmation,^GSPC->^STI,^GSPC,^STI,0.16542422160317827,0.08271211080158913,0.08271211080158913,0.04385019551456586,-8.326672684688674e-17,0.04385019551456589,3.469446951953614e-17
confirmation,^GSPC->^STOXX50E,^GSPC,^STOXX50E,0.035692071952290405,0.017846035976145203,0.017846035976145203,0.009041736381670936,6.38378239159465e-16,0.009041736381671113,1.7694179454963432e-16
confirmation,^HSI->000001.SS,^HSI,000001.SS,0.007577861847099854,0.003788930923549927,0.003788930923549927,0.0018998421584228563,-1.3166551182663966e-15,0.0018998421584225014,3.5496779127175415e-16
confirmation,^HSI->399001.SZ,^HSI,399001.SZ,0.0053620138514283155,0.0026810069257141578,0.0026810069257141578,0.001343196477538201,-9.08995101411847e-16,0.001343196477537975,2.2616457318047622e-16
confirmation,^HSI->IMOEX.ME,^HSI,IMOEX.ME,0.0008140758336701026,0.0004070379168350513,0.0004070379168350513,0.00020358107993717278,-6.838063101866076e-16,0.00020358107993699947,1.7330971727180788e-16
confirmation,^HSI->^AXJO,^HSI,^AXJO,4.151476087344008e-05,2.075738043672004e-05,2.075738043672004e-05,1.0378851793122897e-05,-2.594699086665153e-16,1.0378851793068391e-05,5.4506570155814227e-17
confirmation,^HSI->^DJI,^HSI,^DJI,0.004308141704228774,0.002154070852114387,0.002154070852114387,0.001078774184319185,-1.1362438767648086e-15,0.0010787741843189037,2.8124204354273985e-16
confirmation,^HSI->^GSPC,^HSI,^GSPC,0.0035956517290305356,0.0017978258645152678,0.0017978258645152678,0.0009001242724231803,-5.520757462296189e-16,0.0009001242724230278,1.5254724566871047e-16
confirmation,^HSI->^IXIC,^HSI,^IXIC,0.003088365321650244,0.001544182660825122,0.001544182660825122,0.0007729850575944804,1.1939234323410375e-15,0.0007729850575947956,3.1517757154153614e-16
confirmation,^HSI->^KS11,^HSI,^KS11,0.005415140138602226,0.002707570069301113,0.002707570069301113,0.0013565316535679415,-1.0217521273503394e-15,0.0013565316535677045,2.3700659490533127e-16
confirmation,^HSI->^N100,^HSI,^N100,5.8102344326016464e-05,2.9051172163008232e-05,2.9051172163008232e-05,1.4525902567282374e-05,5.33793387096082e-16,1.452590256740638e-05,1.2400562347802957e-16
confirmation,^HSI->^N225,^HSI,^N225,0.00033852451915983295,0.00016926225957991647,0.00016926225957991647,8.464187282621704e-05,-9.666746569880758e-16,8.464187282594529e-05,2.717552745334917e-16
confirmation,^HSI->^NZ50,^HSI,^NZ50,0.005686214946639012,0.002843107473319506,0.002843107473319506,0.0014245820854866661,5.195496810550537e-16,0.0014245820854867964,1.3032110113275763e-16
confirmation,^HSI->^STI,^HSI,^STI,0.0012810467572919038,0.0006405233786459519,0.0006405233786459519,0.00032041550779606664,1.190670825823581e-15,0.00032041550779630533,2.386871082726838e-16
confirmation,^HSI->^STOXX50E,^HSI,^STOXX50E,0.0013938185744422071,0.0006969092872211036,0.0006969092872211036,0.0003486367322553417,-3.0075768264747893e-16,0.0003486367322553007,4.098284211995207e-17
confirmation,^IXIC->000001.SS,^IXIC,000001.SS,0.05612457548434513,0.028062287742172565,0.028062287742172565,0.014323681865923693,5.551115123125783e-16,0.014323681865923858,1.6479873021779667e-16
confirmation,^IXIC->399001.SZ,^IXIC,399001.SZ,0.045362260764054696,0.022681130382027348,0.022681130382027348,0.011532015378737262,-1.6653345369377348e-15,0.011532015378736825,4.371503159461554e-16
confirmation,^IXIC->IMOEX.ME,^IXIC,IMOEX.ME,0.03628178108622748,0.01814089054311374,0.01814089054311374,0.009193106854095244,-8.951173136040325e-16,0.009193106854095023,2.203098814490545e-16
confirmation,^IXIC->^AXJO,^IXIC,^AXJO,0.2629996847068483,0.13149984235342416,0.13149984235342416,0.07194677707038974,2.7755575615628914e-16,0.0719467770703898,5.551115123125783e-17
confirmation,^IXIC->^DJI,^IXIC,^DJI,0.0006260155425312774,0.0003130077712656387,0.0003130077712656387,0.00015654062199872007,-1.83772268236293e-16,0.0001565406219986291,9.096456227153382e-17
confirmation,^IXIC->^GSPC,^IXIC,^GSPC,8.310761835161884e-06,4.155380917580942e-06,4.155380917580942e-06,2.077696933796292e-06,7.266898942401984e-16,2.0776969339449265e-06,1.4863437696886923e-16
confirmation,^IXIC->^HSI,^IXIC,^HSI,0.09167896011869558,0.04583948005934779,0.04583948005934779,0.02369560895364926,-8.881784197001252e-16,0.023695608953649066,1.942890293094024e-16
confirmation,^IXIC->^KS11,^IXIC,^KS11,0.10614460365628275,0.05307230182814138,0.05307230182814138,0.02757360501942695,-1.7069679003611782e-15,0.027573605019426534,4.163336342344337e-16
confirmation,^IXIC->^N100,^IXIC,^N100,0.04904511937054323,0.024522559685271617,0.024522559685271617,0.012484939594530727,-4.0245584642661925e-16,0.012484939594530675,5.204170427930421e-17
confirmation,^IXIC->^N225,^IXIC,^N225,0.34732413665593853,0.17366206832796927,0.17366206832796927,0.09747631782082858,1.4432899320127035e-15,0.09747631782082902,4.440892098500626e-16
confirmation,^IXIC->^NZ50,^IXIC,^NZ50,0.18920401796232333,0.09460200898116167,0.09460200898116167,0.05055023156368332,1.2490009027033011e-15,0.050550231563683684,3.608224830031759e-16
confirmation,^IXIC->^STI,^IXIC,^STI,0.1493123014364155,0.07465615071820775,0.07465615071820775,0.03936572663606825,1.0824674490095276e-15,0.03936572663606856,3.122502256758253e-16
