split,edge_id,source_indices,target_indices,source,target,gc,gaussian_te,gaussian_cmi,canonical_cs,gc_canonical_error
confirmation,000001.SS+399001.SZ->^N225+^STI,0;1,10;12,000001.SS;399001.SZ,^N225;^STI,0.01276961491636186,0.00638480745818093,0.00638480745818093,0.0032045772221556525,1.9376861226660935e-15
confirmation,000001.SS+399001.SZ->^N225+^STOXX50E,0;1,10;13,000001.SS;399001.SZ,^N225;^STOXX50E,0.03625761474793876,0.01812880737396938,0.01812880737396938,0.009184769473807142,-3.4139358007223564e-15
confirmation,000001.SS+399001.SZ->^NZ50+^STI,0;1,11;12,000001.SS;399001.SZ,^NZ50;^STI,0.0023628371285298044,0.0011814185642649022,0.0011814185642649022,0.0005910603721923958,1.0581813203458523e-15
confirmation,000001.SS+399001.SZ->^NZ50+^STOXX50E,0;1,11;13,000001.SS;399001.SZ,^NZ50;^STOXX50E,0.011154608265776744,0.005577304132888372,0.005577304132888372,0.0027996136412114132,-1.672273430841642e-15
confirmation,000001.SS+399001.SZ->^STI+^STOXX50E,0;1,12;13,000001.SS;399001.SZ,^STI;^STOXX50E,0.007600195267038146,0.003800097633519073,0.003800097633519073,0.0019051440942621494,-2.6445859391266424e-15
confirmation,000001.SS+IMOEX.ME->399001.SZ+^AXJO,0;2,1;3,000001.SS;IMOEX.ME,399001.SZ;^AXJO,0.02183927967792698,0.01091963983896349,0.01091963983896349,0.005502638451929485,-2.060851489460447e-15
confirmation,000001.SS+IMOEX.ME->399001.SZ+^DJI,0;2,1;4,000001.SS;IMOEX.ME,399001.SZ;^DJI,0.005063449837557243,0.0025317249187786217,0.0025317249187786217,0.0012682619420220456,-2.7781596467768566e-15
confirmation,000001.SS+IMOEX.ME->399001.SZ+^GSPC,0;2,1;5,000001.SS;IMOEX.ME,399001.SZ;^GSPC,0.003614712445273227,0.0018073562226366136,0.0018073562226366136,0.0009048707080268966,-2.38524477946811e-16
confirmation,000001.SS+IMOEX.ME->399001.SZ+^HSI,0;2,1;6,000001.SS;IMOEX.ME,399001.SZ;^HSI,0.016593901960707313,0.008296950980353657,0.008296950980353657,0.004166923378072315,9.08995101411847e-16
confirmation,000001.SS+IMOEX.ME->399001.SZ+^IXIC,0;2,1;7,000001.SS;IMOEX.ME,399001.SZ;^IXIC,0.005144667742246867,0.0025723338711234334,0.0025723338711234334,0.0012879027838065362,-2.432949675057472e-15
confirmation,000001.SS+IMOEX.ME->399001.SZ+^KS11,0;2,1;8,000001.SS;IMOEX.ME,399001.SZ;^KS11,0.019890697315624095,0.009945348657812048,0.009945348657812048,0.005008901906599531,-5.30825383648903e-16
confirmation,000001.SS+IMOEX.ME->399001.SZ+^N100,0;2,1;9,000001.SS;IMOEX.ME,399001.SZ;^N100,0.0048041125661661965,0.0024020562830830983,0.0024020562830830983,0.0012031594596770398,-1.2307863062055446e-15
confirmation,000001.SS+IMOEX.ME->399001.SZ+^N225,0;2,1;10,000001.SS;IMOEX.ME,399001.SZ;^N225,0.03827457380082677,0.019137286900413386,0.019137286900413386,0.009704608374387523,4.2674197509029455e-15
confirmation,000001.SS+IMOEX.ME->399001.SZ+^NZ50,0;2,1;11,000001.SS;IMOEX.ME,399001.SZ;^NZ50,0.032285947686126804,0.016142973843063402,0.016142973843063402,0.008159406714943725,-2.42861286636753e-16
confirmation,000001.SS+IMOEX.ME->399001.SZ+^STI,0;2,1;12,000001.SS;IMOEX.ME,399001.SZ;^STI,0.02712413478663578,0.01356206739331789,0.01356206739331789,0.006831080907583481,1.2559397966072083e-15
confirmation,000001.SS+IMOEX.ME->399001.SZ+^STOXX50E,0;2,1;13,000001.SS;IMOEX.ME,399001.SZ;^STOXX50E,0.00588968753278607,0.002944843766393035,0.002944843766393035,0.0014756695361792021,3.238728729648699e-15
confirmation,000001.SS+IMOEX.ME->^AXJO+^DJI,0;2,3;4,000001.SS;IMOEX.ME,^AXJO;^DJI,0.028930972215960082,0.014465486107980041,0.014465486107980041,0.007310211233302859,-5.030698080332741e-16
confirmation,000001.SS+IMOEX.ME->^AXJO+^GSPC,0;2,3;5,000001.SS;IMOEX.ME,^AXJO;^GSPC,0.03238235918943744,0.01619117959471872,0.01619117959471872,0.008193144535810182,2.040034807748725e-15
confirmation,000001.SS+IMOEX.ME->^AXJO+^HSI,0;2,3;6,000001.SS;IMOEX.ME,^AXJO;^HSI,0.030200080312440036,0.015100040156220018,0.015100040156220018,0.007632863928616916,2.8553548414578245e-15
confirmation,000001.SS+IMOEX.ME->^AXJO+^IXIC,0;2,3;7,000001.SS;IMOEX.ME,^AXJO;^IXIC,0.03504614094831737,0.017523070474158686,0.017523070474158686,0.008871149344504859,4.454769886308441e-15
confirmation,000001.SS+IMOEX.ME->^AXJO+^KS11,0;2,3;8,000001.SS;IMOEX.ME,^AXJO;^KS11,0.028683461253887543,0.014341730626943772,0.014341730626943772,0.007242252250936553,-4.3749726064135075e-15
confirmation,000001.SS+IMOEX.ME->^AXJO+^N100,0;2,3;9,000001.SS;IMOEX.ME,^AXJO;^N100,0.039624571436686296,0.019812285718343148,0.019812285718343148,0.010052231135158044,1.2420620087993939e-15
confirmation,000001.SS+IMOEX.ME->^AXJO+^N225,0;2,3;10,000001.SS;IMOEX.ME,^AXJO;^N225,0.041320075750480356,0.020660037875240178,0.020660037875240178,0.010460130231396143,-2.3592239273284576e-16
confirmation,000001.SS+IMOEX.ME->^AXJO+^NZ50,0;2,3;11,000001.SS;IMOEX.ME,^AXJO;^NZ50,0.03573497639320067,0.017867488196600334,0.017867488196600334,0.009032364964402555,3.5110803153770576e-15
confirmation,000001.SS+IMOEX.ME->^AXJO+^STI,0;2,3;12,000001.SS;IMOEX.ME,^AXJO;^STI,0.03574874158962871,0.017874370794814354,0.017874370794814354,0.009025875639142696,-1.790234627208065e-15
confirmation,000001.SS+IMOEX.ME->^AXJO+^STOXX50E,0;2,3;13,000001.SS;IMOEX.ME,^AXJO;^STOXX50E,0.04293561074160479,0.021467805370802395,0.021467805370802395,0.010905437105981736,3.524958103184872e-15
confirmation,000001.SS+IMOEX.ME->^DJI+^GSPC,0;2,4;5,000001.SS;IMOEX.ME,^DJI;^GSPC,0.007178021684961067,0.0035890108424805334,0.0035890108424805334,0.001799231695552655,2.56175289314875e-14
confirmation,000001.SS+IMOEX.ME->^DJI+^HSI,0;2,4;6,000001.SS;IMOEX.ME,^DJI;^HSI,0.010063475574689562,0.005031737787344781,0.005031737787344781,0.0025219556375366374,-2.1267709815475655e-15
confirmation,000001.SS+IMOEX.ME->^DJI+^IXIC,0;2,4;7,000001.SS;IMOEX.ME,^DJI;^IXIC,0.009281613877732298,0.004640806938866149,0.004640806938866149,0.002328381490807949,7.65013052905772e-15
confirmation,000001.SS+IMOEX.ME->^DJI+^KS11,0;2,4;8,000001.SS;IMOEX.ME,^DJI;^KS11,0.005540362186376768,0.002770181093188384,0.002770181093188384,0.0013872170302557214,3.170207152347615e-15
confirmation,000001.SS+IMOEX.ME->^DJI+^N100,0;2,4;9,000001.SS;IMOEX.ME,^DJI;^N100,0.00165566529047112,0.00082783264523556,0.00082783264523556,0.0004141398719145102,1.1056693755007174e-15
confirmation,000001.SS+IMOEX.ME->^DJI+^N225,0;2,4;10,000001.SS;IMOEX.ME,^DJI;^N225,0.019626539803706322,0.009813269901853161,0.009813269901853161,0.004942558032813155,8.916478666520788e-16
confirmation,000001.SS+IMOEX.ME->^DJI+^NZ50,0;2,4;11,000001.SS;IMOEX.ME,^DJI;^NZ50,0.0104985582428192,0.0052492791214096,0.0052492791214096,0.002634722112944349,-1.6445178552260131e-15
confirmation,000001.SS+IMOEX.ME->^DJI+^STI,0;2,4;12,000001.SS;IMOEX.ME,^DJI;^STI,0.007743864324684324,0.003871932162342162,0.003871932162342162,0.0019410967259781292,-2.275957200481571e-15
confirmation,000001.SS+IMOEX.ME->^DJI+^STOXX50E,0;2,4;13,000001.SS;IMOEX.ME,^DJI;^STOXX50E,0.0006556125023244874,0.0003278062511622437,0.0003278062511622437,0.0001639286972056275,4.68516284796161e-15
confirmation,000001.SS+IMOEX.ME->^GSPC+^HSI,0;2,5;6,000001.SS;IMOEX.ME,^GSPC;^HSI,0.009989014914982164,0.004994507457491082,0.004994507457491082,0.0025042432436020983,-4.687222832089333e-15
confirmation,000001.SS+IMOEX.ME->^GSPC+^IXIC,0;2,5;7,000001.SS;IMOEX.ME,^GSPC;^IXIC,0.00786215269877033,0.003931076349385165,0.003931076349385165,0.001971088445551594,-3.407517323861242e-14
confirmation,000001.SS+IMOEX.ME->^GSPC+^KS11,0;2,5;8,000001.SS;IMOEX.ME,^GSPC;^KS11,0.005372732465954044,0.002686366232977022,0.002686366232977022,0.0013455421475328652,-5.320396900820867e-15
confirmation,000001.SS+IMOEX.ME->^GSPC+^N100,0;2,5;9,000001.SS;IMOEX.ME,^GSPC;^N100,0.0016702081096688914,0.0008351040548344457,0.0008351040548344457,0.00041777734464406994,4.243567303108264e-15
confirmation,000001.SS+IMOEX.ME->^GSPC+^N225,0;2,5;10,000001.SS;IMOEX.ME,^GSPC;^N225,0.021494981904247368,0.010747490952123684,0.010747490952123684,0.005416526767941374,5.828670879282072e-16
confirmation,000001.SS+IMOEX.ME->^GSPC+^NZ50,0;2,5;11,000001.SS;IMOEX.ME,^GSPC;^NZ50,0.010826864550079307,0.0054134322750396535,0.0054134322750396535,0.002717646630319148,2.456368441983159e-15
