experiment_kind,model,dimension,component_te_spec,sample_size,seed,source_scale,eta,bandwidth_orientation,median,sigma,kde_cs,theory_te,theory_gc,theory_cs,theory_rho2,sample_gc,sample_te,sample_canonical_cs,sample_rho2,gc_vs_canonical_error
main,scalar_te_0.05,1,0.05,256,47,1.0,0.02,official-featurewise,16.30773265952041,0.3261546531904082,0.04051288983418644,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.12896245282624672,0.06448122641312336,0.03376605038605248,0.120993030847,-8.604228440844963e-16
main,scalar_te_0.05,1,0.05,256,47,1.0,0.02,samplewise,1.5154013907469206,0.030308027814938413,0.18915390052563463,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.12896245282624672,0.06448122641312336,0.03376605038605248,0.120993030847,-8.604228440844963e-16
main,scalar_te_0.05,1,0.05,256,47,1.0,0.05,official-featurewise,16.30773265952041,0.8153866329760207,0.004270846881663459,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.12896245282624672,0.06448122641312336,0.03376605038605248,0.120993030847,-8.604228440844963e-16
main,scalar_te_0.05,1,0.05,256,47,1.0,0.05,samplewise,1.5154013907469206,0.07577006953734604,0.25742134083649315,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.12896245282624672,0.06448122641312336,0.03376605038605248,0.120993030847,-8.604228440844963e-16
main,scalar_te_0.05,1,0.05,256,47,1.0,0.2,official-featurewise,16.30773265952041,3.2615465319040826,5.432185254505839e-06,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.12896245282624672,0.06448122641312336,0.03376605038605248,0.120993030847,-8.604228440844963e-16
main,scalar_te_0.05,1,0.05,256,47,1.0,0.2,samplewise,1.5154013907469206,0.30308027814938415,0.04848884139826204,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.12896245282624672,0.06448122641312336,0.03376605038605248,0.120993030847,-8.604228440844963e-16
main,scalar_te_0.05,1,0.05,256,71,1.0,0.02,official-featurewise,15.801539559166843,0.3160307911833369,0.040869800638546394,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.09324964995779399,0.04662482497889699,0.02411487876371541,0.08903395073,-1.1102230246251565e-16
main,scalar_te_0.05,1,0.05,256,71,1.0,0.02,samplewise,1.52957615916603,0.0305915231833206,0.1866993403992412,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.09324964995779399,0.04662482497889699,0.02411487876371541,0.08903395073,-1.1102230246251565e-16
main,scalar_te_0.05,1,0.05,256,71,1.0,0.05,official-featurewise,15.801539559166843,0.7900769779583422,0.003198405393700199,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.09324964995779399,0.04662482497889699,0.02411487876371541,0.08903395073,-1.1102230246251565e-16
main,scalar_te_0.05,1,0.05,256,71,1.0,0.05,samplewise,1.52957615916603,0.0764788079583015,0.2616606008848379,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.09324964995779399,0.04662482497889699,0.02411487876371541,0.08903395073,-1.1102230246251565e-16
main,scalar_te_0.05,1,0.05,256,71,1.0,0.2,official-featurewise,15.801539559166843,3.160307911833369,4.696963483041827e-06,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.09324964995779399,0.04662482497889699,0.02411487876371541,0.08903395073,-1.1102230246251565e-16
main,scalar_te_0.05,1,0.05,256,71,1.0,0.2,samplewise,1.52957615916603,0.305915231833206,0.044935961380526024,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.09324964995779399,0.04662482497889699,0.02411487876371541,0.08903395073,-1.1102230246251565e-16
main,scalar_te_0.05,1,0.05,256,101,1.0,0.02,official-featurewise,15.414978697221043,0.30829957394442087,0.05084421084792723,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.05954416356600674,0.02977208178300337,0.015215122001248357,0.0578060779711,-6.938893903907228e-16
main,scalar_te_0.05,1,0.05,256,101,1.0,0.02,samplewise,1.5517062467143703,0.031034124934287408,0.18880683118511765,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.05954416356600674,0.02977208178300337,0.015215122001248357,0.0578060779711,-6.938893903907228e-16
main,scalar_te_0.05,1,0.05,256,101,1.0,0.05,official-featurewise,15.414978697221043,0.7707489348610522,0.0030962845021562657,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.05954416356600674,0.02977208178300337,0.015215122001248357,0.0578060779711,-6.938893903907228e-16
main,scalar_te_0.05,1,0.05,256,101,1.0,0.05,samplewise,1.5517062467143703,0.07758531233571853,0.22763817984109558,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.05954416356600674,0.02977208178300337,0.015215122001248357,0.0578060779711,-6.938893903907228e-16
main,scalar_te_0.05,1,0.05,256,101,1.0,0.2,official-featurewise,15.414978697221043,3.082995739444209,4.616954239367033e-06,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.05954416356600674,0.02977208178300337,0.015215122001248357,0.0578060779711,-6.938893903907228e-16
main,scalar_te_0.05,1,0.05,256,101,1.0,0.2,samplewise,1.5517062467143703,0.3103412493428741,0.04996563245703278,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.05954416356600674,0.02977208178300337,0.015215122001248357,0.0578060779711,-6.938893903907228e-16
main,scalar_te_0.05,1,0.05,512,11,1.0,0.02,official-featurewise,22.82811007145232,0.45656220142904635,0.016093302933153808,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.06470364637117898,0.03235182318558949,0.016564153158705557,0.0626547921261,-9.853229343548264e-16
main,scalar_te_0.05,1,0.05,512,11,1.0,0.02,samplewise,1.585158269443249,0.03170316538886498,0.2096910625479076,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.06470364637117898,0.03235182318558949,0.016564153158705557,0.0626547921261,-9.853229343548264e-16
main,scalar_te_0.05,1,0.05,512,11,1.0,0.05,official-featurewise,22.82811007145232,1.141405503572616,0.0012947283826072464,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.06470364637117898,0.03235182318558949,0.016564153158705557,0.0626547921261,-9.853229343548264e-16
main,scalar_te_0.05,1,0.05,512,11,1.0,0.05,samplewise,1.585158269443249,0.07925791347216245,0.23579465024176294,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.06470364637117898,0.03235182318558949,0.016564153158705557,0.0626547921261,-9.853229343548264e-16
main,scalar_te_0.05,1,0.05,512,11,1.0,0.2,official-featurewise,22.82811007145232,4.565622014290464,2.799803588970917e-07,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.06470364637117898,0.03235182318558949,0.016564153158705557,0.0626547921261,-9.853229343548264e-16
main,scalar_te_0.05,1,0.05,512,11,1.0,0.2,samplewise,1.585158269443249,0.3170316538886498,0.0383360985263792,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.06470364637117898,0.03235182318558949,0.016564153158705557,0.0626547921261,-9.853229343548264e-16
main,scalar_te_0.05,1,0.05,512,29,1.0,0.02,official-featurewise,22.948805956479095,0.4589761191295819,0.02324597282515839,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.1242362447741398,0.0621181223870699,0.03247589336837757,0.116828828339,5.828670879282072e-16
main,scalar_te_0.05,1,0.05,512,29,1.0,0.02,samplewise,1.5755132316429221,0.03151026463285844,0.271646106149694,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.1242362447741398,0.0621181223870699,0.03247589336837757,0.116828828339,5.828670879282072e-16
main,scalar_te_0.05,1,0.05,512,29,1.0,0.05,official-featurewise,22.948805956479095,1.1474402978239548,0.0022934511400691804,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.1242362447741398,0.0621181223870699,0.03247589336837757,0.116828828339,5.828670879282072e-16
main,scalar_te_0.05,1,0.05,512,29,1.0,0.05,samplewise,1.5755132316429221,0.0787756615821461,0.29766421888673555,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.1242362447741398,0.0621181223870699,0.03247589336837757,0.116828828339,5.828670879282072e-16
main,scalar_te_0.05,1,0.05,512,29,1.0,0.2,official-featurewise,22.948805956479095,4.589761191295819,6.031281678531286e-07,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.1242362447741398,0.0621181223870699,0.03247589336837757,0.116828828339,5.828670879282072e-16
main,scalar_te_0.05,1,0.05,512,29,1.0,0.2,samplewise,1.5755132316429221,0.3151026463285844,0.043672186995657114,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.1242362447741398,0.0621181223870699,0.03247589336837757,0.116828828339,5.828670879282072e-16
main,scalar_te_0.05,1,0.05,512,47,1.0,0.02,official-featurewise,22.427388589135646,0.44854777178271293,0.01271986244605472,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.051785940052621264,0.025892970026310632,0.01319572558323786,0.0504678981184,-1.3877787807814457e-17
main,scalar_te_0.05,1,0.05,512,47,1.0,0.02,samplewise,1.4999099757533862,0.029998199515067724,0.2097190715139705,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.051785940052621264,0.025892970026310632,0.01319572558323786,0.0504678981184,-1.3877787807814457e-17
main,scalar_te_0.05,1,0.05,512,47,1.0,0.05,official-featurewise,22.427388589135646,1.1213694294567824,0.0008671263443105204,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.051785940052621264,0.025892970026310632,0.01319572558323786,0.0504678981184,-1.3877787807814457e-17
main,scalar_te_0.05,1,0.05,512,47,1.0,0.05,samplewise,1.4999099757533862,0.07499549878766931,0.23791650414340104,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.051785940052621264,0.025892970026310632,0.01319572558323786,0.0504678981184,-1.3877787807814457e-17
main,scalar_te_0.05,1,0.05,512,47,1.0,0.2,official-featurewise,22.427388589135646,4.48547771782713,1.9760967617798997e-07,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.051785940052621264,0.025892970026310632,0.01319572558323786,0.0504678981184,-1.3877787807814457e-17
main,scalar_te_0.05,1,0.05,512,47,1.0,0.2,samplewise,1.4999099757533862,0.29998199515067725,0.03552006986172884,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.051785940052621264,0.025892970026310632,0.01319572558323786,0.0504678981184,-1.3877787807814457e-17
main,scalar_te_0.05,1,0.05,512,71,1.0,0.02,official-featurewise,22.057443266957254,0.4411488653391451,0.018724990973840505,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.13105277425722459,0.06552638712861229,0.034337914076907776,0.122828518904,-1.6653345369377348e-16
main,scalar_te_0.05,1,0.05,512,71,1.0,0.02,samplewise,1.5285597610479649,0.0305711952209593,0.22300510279726016,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.13105277425722459,0.06552638712861229,0.034337914076907776,0.122828518904,-1.6653345369377348e-16
main,scalar_te_0.05,1,0.05,512,71,1.0,0.05,official-featurewise,22.057443266957254,1.1028721633478626,0.001855894484272369,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.13105277425722459,0.06552638712861229,0.034337914076907776,0.122828518904,-1.6653345369377348e-16
main,scalar_te_0.05,1,0.05,512,71,1.0,0.05,samplewise,1.5285597610479649,0.07642798805239825,0.23789115929895566,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.13105277425722459,0.06552638712861229,0.034337914076907776,0.122828518904,-1.6653345369377348e-16
main,scalar_te_0.05,1,0.05,512,71,1.0,0.2,official-featurewise,22.057443266957254,4.411488653391451,6.006101642697104e-07,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.13105277425722459,0.06552638712861229,0.034337914076907776,0.122828518904,-1.6653345369377348e-16
main,scalar_te_0.05,1,0.05,512,71,1.0,0.2,samplewise,1.5285597610479649,0.305711952209593,0.04099711078260171,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.13105277425722459,0.06552638712861229,0.034337914076907776,0.122828518904,-1.6653345369377348e-16
main,scalar_te_0.05,1,0.05,512,101,1.0,0.02,official-featurewise,23.797118957389436,0.47594237914778875,0.014801456037119465,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.07777855652621521,0.038889278263107604,0.020004395233546902,0.0748307234402,4.718447854656915e-16
main,scalar_te_0.05,1,0.05,512,101,1.0,0.02,samplewise,1.6285583934235992,0.03257116786847199,0.16203370598084632,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.07777855652621521,0.038889278263107604,0.020004395233546902,0.0748307234402,4.718447854656915e-16
main,scalar_te_0.05,1,0.05,512,101,1.0,0.05,official-featurewise,23.797118957389436,1.189855947869472,0.0015813300825229248,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.07777855652621521,0.038889278263107604,0.020004395233546902,0.0748307234402,4.718447854656915e-16
main,scalar_te_0.05,1,0.05,512,101,1.0,0.05,samplewise,1.6285583934235992,0.08142791967117996,0.2033901283851769,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.07777855652621521,0.038889278263107604,0.020004395233546902,0.0748307234402,4.718447854656915e-16
main,scalar_te_0.05,1,0.05,512,101,1.0,0.2,official-featurewise,23.797118957389436,4.759423791477888,3.1311550685586553e-07,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.07777855652621521,0.038889278263107604,0.020004395233546902,0.0748307234402,4.718447854656915e-16
main,scalar_te_0.05,1,0.05,512,101,1.0,0.2,samplewise,1.6285583934235992,0.32571167868471984,0.034091901322227613,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.07777855652621521,0.038889278263107604,0.020004395233546902,0.0748307234402,4.718447854656915e-16
main,scalar_te_0.05,1,0.05,1024,11,1.0,0.02,official-featurewise,32.76324055698044,0.6552648111396089,0.010516435290490733,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.11576238425554501,0.057881192127772506,0.030172538443465922,0.109313160629,-8.187894806610529e-16
main,scalar_te_0.05,1,0.05,1024,11,1.0,0.02,samplewise,1.577398081179926,0.03154796162359852,0.2535757445878115,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.11576238425554501,0.057881192127772506,0.030172538443465922,0.109313160629,-8.187894806610529e-16
main,scalar_te_0.05,1,0.05,1024,11,1.0,0.05,official-featurewise,32.76324055698044,1.638162027849022,0.00041480851923836326,0.05,0.1,0.02592178699925464,[0.09516258196404048],0.11576238425554501,0.057881192127772506,0.030172538443465922,0.109313160629,-8.187894806610529e-16
