experiment_kind,model,dimension,component_te_spec,sample_size,source_scale,eta,bandwidth_orientation,replicates,sample_gc_mean,sample_gc_sd,sample_te_mean,sample_te_sd,sample_canonical_cs_mean,sample_canonical_cs_sd,kde_cs_mean,kde_cs_sd,theory_gc,theory_te,theory_cs,max_abs_gc_canonical_error
main,scalar_te_0.25,1,0.25,1024,1.0,0.2,samplewise,5,0.4951396316266444,0.03877229245810121,0.2475698158133222,0.019386146229050605,0.14492563466531294,0.012770310575634202,0.08117284433220959,0.005482919092264602,0.5,0.25,0.14645191304295052,1.9984014443252818e-15
main,scalar_te_0.25,1,0.25,256,1.0,0.02,official-featurewise,5,0.4937518484852144,0.06402568855614565,0.2468759242426072,0.03201284427807283,0.14461036702982516,0.021303736729276625,0.06756460720502666,0.011398403109507696,0.5,0.25,0.14645191304295052,8.881784197001252e-16
main,scalar_te_0.25,1,0.25,256,1.0,0.02,samplewise,5,0.4937518484852144,0.06402568855614565,0.2468759242426072,0.03201284427807283,0.14461036702982516,0.021303736729276625,0.2029266655922754,0.017170102827364052,0.5,0.25,0.14645191304295052,8.881784197001252e-16
main,scalar_te_0.25,1,0.25,256,1.0,0.05,official-featurewise,5,0.4937518484852144,0.06402568855614565,0.2468759242426072,0.03201284427807283,0.14461036702982516,0.021303736729276625,0.013263847064980894,0.0026284350258756355,0.5,0.25,0.14645191304295052,8.881784197001252e-16
main,scalar_te_0.25,1,0.25,256,1.0,0.05,samplewise,5,0.4937518484852144,0.06402568855614565,0.2468759242426072,0.03201284427807283,0.14461036702982516,0.021303736729276625,0.2303077555066558,0.007719486387252984,0.5,0.25,0.14645191304295052,8.881784197001252e-16
main,scalar_te_0.25,1,0.25,256,1.0,0.2,official-featurewise,5,0.4937518484852144,0.06402568855614565,0.2468759242426072,0.03201284427807283,0.14461036702982516,0.021303736729276625,1.875643643174385e-05,1.2940053340287886e-06,0.5,0.25,0.14645191304295052,8.881784197001252e-16
main,scalar_te_0.25,1,0.25,256,1.0,0.2,samplewise,5,0.4937518484852144,0.06402568855614565,0.2468759242426072,0.03201284427807283,0.14461036702982516,0.021303736729276625,0.07268795381609472,0.012749623322089638,0.5,0.25,0.14645191304295052,8.881784197001252e-16
main,scalar_te_0.25,1,0.25,512,1.0,0.02,official-featurewise,5,0.4635238609515092,0.06903320107677371,0.2317619304757546,0.03451660053838686,0.1347140063474855,0.022646849561381386,0.04951511358168119,0.003413620212811441,0.5,0.25,0.14645191304295052,1.4432899320127035e-15
main,scalar_te_0.25,1,0.25,512,1.0,0.02,samplewise,5,0.4635238609515092,0.06903320107677371,0.2317619304757546,0.03451660053838686,0.1347140063474855,0.022646849561381386,0.20519011389107966,0.02026725457408469,0.5,0.25,0.14645191304295052,1.4432899320127035e-15
main,scalar_te_0.25,1,0.25,512,1.0,0.05,official-featurewise,5,0.4635238609515092,0.06903320107677371,0.2317619304757546,0.03451660053838686,0.1347140063474855,0.022646849561381386,0.004833503592500676,0.00015408788299610325,0.5,0.25,0.14645191304295052,1.4432899320127035e-15
main,scalar_te_0.25,1,0.25,512,1.0,0.05,samplewise,5,0.4635238609515092,0.06903320107677371,0.2317619304757546,0.03451660053838686,0.1347140063474855,0.022646849561381386,0.2478522570453748,0.014976652065501814,0.5,0.25,0.14645191304295052,1.4432899320127035e-15
main,scalar_te_0.25,1,0.25,512,1.0,0.2,official-featurewise,5,0.4635238609515092,0.06903320107677371,0.2317619304757546,0.03451660053838686,0.1347140063474855,0.022646849561381386,1.6627591506335193e-06,3.9346454265987714e-07,0.5,0.25,0.14645191304295052,1.4432899320127035e-15
main,scalar_te_0.25,1,0.25,512,1.0,0.2,samplewise,5,0.4635238609515092,0.06903320107677371,0.2317619304757546,0.03451660053838686,0.1347140063474855,0.022646849561381386,0.07606885983393426,0.007587086675750028,0.5,0.25,0.14645191304295052,1.4432899320127035e-15
main,scalar_te_0.75,1,0.75,1024,1.0,0.02,official-featurewise,5,1.486678636580217,0.05686073008700194,0.7433393182901085,0.02843036504350097,0.5284106297525053,0.024409761692536655,0.019905217019361744,0.0007022283305451528,1.5,0.75,0.5340586256787394,4.440892098500626e-15
main,scalar_te_0.75,1,0.75,1024,1.0,0.02,samplewise,5,1.486678636580217,0.05686073008700194,0.7433393182901085,0.02843036504350097,0.5284106297525053,0.024409761692536655,0.23735160486231485,0.017396419117860794,1.5,0.75,0.5340586256787394,4.440892098500626e-15
main,scalar_te_0.75,1,0.75,1024,1.0,0.05,official-featurewise,5,1.486678636580217,0.05686073008700194,0.7433393182901085,0.02843036504350097,0.5284106297525053,0.024409761692536655,0.0009540615869234159,4.813696921471334e-05,1.5,0.75,0.5340586256787394,4.440892098500626e-15
main,scalar_te_0.75,1,0.75,1024,1.0,0.05,samplewise,5,1.486678636580217,0.05686073008700194,0.7433393182901085,0.02843036504350097,0.5284106297525053,0.024409761692536655,0.22771503242504956,0.015772378183574333,1.5,0.75,0.5340586256787394,4.440892098500626e-15
main,scalar_te_0.75,1,0.75,1024,1.0,0.2,official-featurewise,5,1.486678636580217,0.05686073008700194,0.7433393182901085,0.02843036504350097,0.5284106297525053,0.024409761692536655,1.3193116217280475e-07,8.333863345837097e-09,1.5,0.75,0.5340586256787394,4.440892098500626e-15
