experiment_kind,model,dimension,component_te_spec,sample_size,source_scale,eta,bandwidth_orientation,replicates,sample_gc_mean,sample_gc_sd,sample_te_mean,sample_te_sd,sample_canonical_cs_mean,sample_canonical_cs_sd,kde_cs_mean,kde_cs_sd,theory_gc,theory_te,theory_cs,max_abs_gc_canonical_error
main,scalar_te_0.75,1,0.75,1024,1.0,0.2,samplewise,5,1.486678636580217,0.05686073008700194,0.7433393182901085,0.02843036504350097,0.5284106297525053,0.024409761692536655,0.07831725944631884,0.0030957206651346316,1.5,0.75,0.5340586256787394,4.440892098500626e-15
main,scalar_te_0.75,1,0.75,256,1.0,0.02,official-featurewise,5,1.4887720996428628,0.08210876590337621,0.7443860498214314,0.041054382951688104,0.5294009737928609,0.03533546214665257,0.07229380513868229,0.007155406674452274,1.5,0.75,0.5340586256787394,6.661338147750939e-15
main,scalar_te_0.75,1,0.75,256,1.0,0.02,samplewise,5,1.4887720996428628,0.08210876590337621,0.7443860498214314,0.041054382951688104,0.5294009737928609,0.03533546214665257,0.2085631969313962,0.06507114543469729,1.5,0.75,0.5340586256787394,6.661338147750939e-15
main,scalar_te_0.75,1,0.75,256,1.0,0.05,official-featurewise,5,1.4887720996428628,0.08210876590337621,0.7443860498214314,0.041054382951688104,0.5294009737928609,0.03533546214665257,0.010625292850032508,0.00158689442453429,1.5,0.75,0.5340586256787394,6.661338147750939e-15
main,scalar_te_0.75,1,0.75,256,1.0,0.05,samplewise,5,1.4887720996428628,0.08210876590337621,0.7443860498214314,0.041054382951688104,0.5294009737928609,0.03533546214665257,0.2413173753563406,0.04398606949719149,1.5,0.75,0.5340586256787394,6.661338147750939e-15
main,scalar_te_0.75,1,0.75,256,1.0,0.2,official-featurewise,5,1.4887720996428628,0.08210876590337621,0.7443860498214314,0.041054382951688104,0.5294009737928609,0.03533546214665257,1.7831200062801143e-05,2.760847153377816e-06,1.5,0.75,0.5340586256787394,6.661338147750939e-15
main,scalar_te_0.75,1,0.75,256,1.0,0.2,samplewise,5,1.4887720996428628,0.08210876590337621,0.7443860498214314,0.041054382951688104,0.5294009737928609,0.03533546214665257,0.07539699468741752,0.005910090253328066,1.5,0.75,0.5340586256787394,6.661338147750939e-15
main,scalar_te_0.75,1,0.75,512,1.0,0.02,official-featurewise,5,1.4370008366751947,0.08187950049105304,0.7185004183375974,0.04093975024552652,0.507231208648651,0.03501969682769927,0.04277809078408623,0.00530944664075641,1.5,0.75,0.5340586256787394,3.1086244689504383e-15
main,scalar_te_0.75,1,0.75,512,1.0,0.02,samplewise,5,1.4370008366751947,0.08187950049105304,0.7185004183375974,0.04093975024552652,0.507231208648651,0.03501969682769927,0.20274770403453335,0.01389704397623286,1.5,0.75,0.5340586256787394,3.1086244689504383e-15
main,scalar_te_0.75,1,0.75,512,1.0,0.05,official-featurewise,5,1.4370008366751947,0.08187950049105304,0.7185004183375974,0.04093975024552652,0.507231208648651,0.03501969682769927,0.003957130594105252,0.00042523996738897285,1.5,0.75,0.5340586256787394,3.1086244689504383e-15
main,scalar_te_0.75,1,0.75,512,1.0,0.05,samplewise,5,1.4370008366751947,0.08187950049105304,0.7185004183375974,0.04093975024552652,0.507231208648651,0.03501969682769927,0.23601014684112762,0.03170292821472427,1.5,0.75,0.5340586256787394,3.1086244689504383e-15
main,scalar_te_0.75,1,0.75,512,1.0,0.2,official-featurewise,5,1.4370008366751947,0.08187950049105304,0.7185004183375974,0.04093975024552652,0.507231208648651,0.03501969682769927,1.654037916409834e-06,2.2239672054149238e-07,1.5,0.75,0.5340586256787394,3.1086244689504383e-15
main,scalar_te_0.75,1,0.75,512,1.0,0.2,samplewise,5,1.4370008366751947,0.08187950049105304,0.7185004183375974,0.04093975024552652,0.507231208648651,0.03501969682769927,0.0801927856930476,0.008906986997197447,1.5,0.75,0.5340586256787394,3.1086244689504383e-15
main,scalar_te_1.25,1,1.25,1024,1.0,0.02,official-featurewise,5,2.4828917457284363,0.06369288347916038,1.2414458728642181,0.03184644173958019,0.9812600879279516,0.03011812651764266,0.007831042313029002,0.00037794232766934905,2.5,1.25,0.9893119544450775,1.509903313490213e-14
main,scalar_te_1.25,1,1.25,1024,1.0,0.02,samplewise,5,2.4828917457284363,0.06369288347916038,1.2414458728642181,0.03184644173958019,0.9812600879279516,0.03011812651764266,0.24363824145713373,0.023674403107406598,2.5,1.25,0.9893119544450775,1.509903313490213e-14
main,scalar_te_1.25,1,1.25,1024,1.0,0.05,official-featurewise,5,2.4828917457284363,0.06369288347916038,1.2414458728642181,0.03184644173958019,0.9812600879279516,0.03011812651764266,0.00027635197726993965,1.44394070973061e-05,2.5,1.25,0.9893119544450775,1.509903313490213e-14
main,scalar_te_1.25,1,1.25,1024,1.0,0.05,samplewise,5,2.4828917457284363,0.06369288347916038,1.2414458728642181,0.03184644173958019,0.9812600879279516,0.03011812651764266,0.17592642537492367,0.013154838683669554,2.5,1.25,0.9893119544450775,1.509903313490213e-14
main,scalar_te_1.25,1,1.25,1024,1.0,0.2,official-featurewise,5,2.4828917457284363,0.06369288347916038,1.2414458728642181,0.03184644173958019,0.9812600879279516,0.03011812651764266,3.7258404006479397e-08,2.133766396370737e-09,2.5,1.25,0.9893119544450775,1.509903313490213e-14
main,scalar_te_1.25,1,1.25,1024,1.0,0.2,samplewise,5,2.4828917457284363,0.06369288347916038,1.2414458728642181,0.03184644173958019,0.9812600879279516,0.03011812651764266,0.03209176152249853,0.001087459313355479,2.5,1.25,0.9893119544450775,1.509903313490213e-14
main,scalar_te_1.25,1,1.25,256,1.0,0.02,official-featurewise,5,2.4881589075065893,0.0871757534312208,1.2440794537532947,0.0435878767156104,0.9837890057313139,0.0412053758521835,0.03545988326237044,0.0017877852019411973,2.5,1.25,0.9893119544450775,9.769962616701378e-15
main,scalar_te_1.25,1,1.25,256,1.0,0.02,samplewise,5,2.4881589075065893,0.0871757534312208,1.2440794537532947,0.0435878767156104,0.9837890057313139,0.0412053758521835,0.1930198870505775,0.026308346851107233,2.5,1.25,0.9893119544450775,9.769962616701378e-15
main,scalar_te_1.25,1,1.25,256,1.0,0.05,official-featurewise,5,2.4881589075065893,0.0871757534312208,1.2440794537532947,0.0435878767156104,0.9837890057313139,0.0412053758521835,0.003975653186471107,0.0005224002911456409,2.5,1.25,0.9893119544450775,9.769962616701378e-15
main,scalar_te_1.25,1,1.25,256,1.0,0.05,samplewise,5,2.4881589075065893,0.0871757534312208,1.2440794537532947,0.0435878767156104,0.9837890057313139,0.0412053758521835,0.1910927029286693,0.013752075907304082,2.5,1.25,0.9893119544450775,9.769962616701378e-15
main,scalar_te_1.25,1,1.25,256,1.0,0.2,official-featurewise,5,2.4881589075065893,0.0871757534312208,1.2440794537532947,0.0435878767156104,0.9837890057313139,0.0412053758521835,5.11438203645298e-06,6.807783554538001e-07,2.5,1.25,0.9893119544450775,9.769962616701378e-15
main,scalar_te_1.25,1,1.25,256,1.0,0.2,samplewise,5,2.4881589075065893,0.0871757534312208,1.2440794537532947,0.0435878767156104,0.9837890057313139,0.0412053758521835,0.03526375444485197,0.0016182265298480387,2.5,1.25,0.9893119544450775,9.769962616701378e-15
main,scalar_te_1.25,1,1.25,512,1.0,0.02,official-featurewise,5,2.429720059957936,0.07914258315212615,1.214860029978968,0.039571291576063074,0.956177964510446,0.03734628406181365,0.01852864518960331,0.0021633514067085657,2.5,1.25,0.9893119544450775,1.554312234475219e-14
main,scalar_te_1.25,1,1.25,512,1.0,0.02,samplewise,5,2.429720059957936,0.07914258315212615,1.214860029978968,0.039571291576063074,0.956177964510446,0.03734628406181365,0.21918028250746477,0.025559546051126758,2.5,1.25,0.9893119544450775,1.554312234475219e-14
main,scalar_te_1.25,1,1.25,512,1.0,0.05,official-featurewise,5,2.429720059957936,0.07914258315212615,1.214860029978968,0.039571291576063074,0.956177964510446,0.03734628406181365,0.001262059384154668,0.00016197303045928724,2.5,1.25,0.9893119544450775,1.554312234475219e-14
main,scalar_te_1.25,1,1.25,512,1.0,0.05,samplewise,5,2.429720059957936,0.07914258315212615,1.214860029978968,0.039571291576063074,0.956177964510446,0.03734628406181365,0.18870699714472322,0.02157406111543407,2.5,1.25,0.9893119544450775,1.554312234475219e-14
main,scalar_te_1.25,1,1.25,512,1.0,0.2,official-featurewise,5,2.429720059957936,0.07914258315212615,1.214860029978968,0.039571291576063074,0.956177964510446,0.03734628406181365,4.786038424242634e-07,5.859343242131435e-08,2.5,1.25,0.9893119544450775,1.554312234475219e-14
main,scalar_te_1.25,1,1.25,512,1.0,0.2,samplewise,5,2.429720059957936,0.07914258315212615,1.214860029978968,0.039571291576063074,0.956177964510446,0.03734628406181365,0.03432976152591891,0.003214398166777558,2.5,1.25,0.9893119544450775,1.554312234475219e-14
